file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability,start_dt,end_dt
OBF0/HE.OBF0..HHZ__20250621T180410Z__20250621T180510Z.mseed,HE,OBF0,0,0,0,0,2025-06-21 18:04:15.090000,0.823,2025-06-21 18:04:31.400000,0.804,2025-06-21 18:04:10,2025-06-21 18:05:10
OBF3/HE.OBF3..HHZ__20250621T180413Z__20250621T180513Z.mseed,HE,OBF3,0,0,0,0,2025-06-21 18:04:17.672000,0.773,2025-06-21 18:04:37.262000,0.337,2025-06-21 18:04:13,2025-06-21 18:05:13
VAF/HE.VAF..HHZ__20250621T180418Z__20250621T180518Z.mseed,HE,VAF ,0,0,0,0,2025-06-21 18:04:23.570000,0.844,2025-06-21 18:04:46.180000,0.785,2025-06-21 18:04:18,2025-06-21 18:05:18
TOF/HE.TOF..HHN__20250621T180420Z__20250621T180520Z.mseed,HE,TOF ,0,0,0,0,2025-06-21 18:04:24.410000,0.508,2025-06-21 18:04:50.170000,0.37,2025-06-21 18:04:20,2025-06-21 18:05:20
OUL/FN.OUL..HHE__20250621T180421Z__20250621T180521Z.mseed,FN,OUL ,0,0,0,0,2025-06-21 18:04:25.870000,0.793,2025-06-21 18:04:53.100000,0.204,2025-06-21 18:04:21,2025-06-21 18:05:21
ALAJF/HE.ALAJF..HHE__20250621T180446Z__20250621T180546Z.mseed,HE,ALAJF,0,0,0,0,2025-06-21 18:04:50.100000,0.809,2025-06-21 18:04:52.790000,0.867,2025-06-21 18:04:46,2025-06-21 18:05:46
SUF/HE.SUF..HHE__20250621T180509Z__20250621T180609Z.mseed,HE,SUF ,0,0,0,0,2025-06-21 18:05:13.560000,0.6,2025-06-21 18:05:20.460000,0.698,2025-06-21 18:05:09,2025-06-21 18:06:09
KLF/FN.KLF..HHZ__20250621T180510Z__20250621T180610Z.mseed,FN,KLF ,0,0,0,0,2025-06-21 18:05:14.180000,0.106,,,2025-06-21 18:05:10,2025-06-21 18:06:10
KEF/HE.KEF..HHZ__20250621T180511Z__20250621T180611Z.mseed,HE,KEF ,0,0,0,0,2025-06-21 18:05:15.030000,0.469,2025-06-21 18:05:21.840000,0.039,2025-06-21 18:05:11,2025-06-21 18:06:11
NIF/HE.NIF..HHE__20250621T180520Z__20250621T180620Z.mseed,HE,NIF ,0,0,0,0,2025-06-21 18:05:24.838000,0.268,,,2025-06-21 18:05:20,2025-06-21 18:06:20
KAF/HE.KAF..HHZ__20250621T180521Z__20250621T180621Z.mseed,HE,KAF ,0,0,0,0,2025-06-21 18:05:25.260000,0.668,,,2025-06-21 18:05:21,2025-06-21 18:06:21
OBF8/HE.OBF8..HHE__20250622T035553Z__20250622T035653Z.mseed,HE,OBF8,0,0,0,0,2025-06-22 03:55:58.244000,0.884,2025-06-22 03:56:13.914000,0.207,2025-06-22 03:55:53,2025-06-22 03:56:53
OBF0/HE.OBF0..HHZ__20250622T035558Z__20250622T035658Z.mseed,HE,OBF0,0,0,0,0,2025-06-22 03:56:02.892000,0.709,2025-06-22 03:56:23.642000,0.153,2025-06-22 03:55:58,2025-06-22 03:56:58
VAF/HE.VAF..HHE__20250622T035600Z__20250622T035700Z.mseed,HE,VAF ,0,0,0,0,2025-06-22 03:56:05.360000,0.867,2025-06-22 03:56:26.060000,0.681,2025-06-22 03:56:00,2025-06-22 03:57:00
OBF3/HE.OBF3..HHZ__20250622T035602Z__20250622T035702Z.mseed,HE,OBF3,0,0,0,0,2025-06-22 03:56:06.616000,0.889,2025-06-22 03:56:30.696000,0.155,2025-06-22 03:56:02,2025-06-22 03:57:02
ALAJF/HE.ALAJF..HHN__20250622T035629Z__20250622T035729Z.mseed,HE,ALAJF,0,0,0,0,2025-06-22 03:56:33.546000,0.299,2025-06-22 03:56:35.826000,0.505,2025-06-22 03:56:29,2025-06-22 03:57:29
TOF/HE.TOF..HHN__20250622T035639Z__20250622T035739Z.mseed,HE,TOF ,0,0,0,0,2025-06-22 03:56:43.610000,0.334,2025-06-22 03:56:45.810000,0.197,2025-06-22 03:56:39,2025-06-22 03:57:39
OUL/FN.OUL..HHZ__20250622T035641Z__20250622T035741Z.mseed,FN,OUL ,0,0,0,0,2025-06-22 03:56:45.670000,0.511,,,2025-06-22 03:56:41,2025-06-22 03:57:41
KPF/HE.KPF..HHE__20250622T035645Z__20250622T035745Z.mseed,HE,KPF ,0,0,0,0,2025-06-22 03:56:50.004000,0.103,,,2025-06-22 03:56:45,2025-06-22 03:57:45
KEF/HE.KEF..HHZ__20250622T035652Z__20250622T035752Z.mseed,HE,KEF ,0,0,0,0,2025-06-22 03:56:56.210000,0.591,,,2025-06-22 03:56:52,2025-06-22 03:57:52
SUF/HE.SUF..HHZ__20250622T035653Z__20250622T035753Z.mseed,HE,SUF ,0,0,0,0,2025-06-22 03:56:58.960000,0.349,,,2025-06-22 03:56:53,2025-06-22 03:57:53
NIF/HE.NIF..HHN__20250622T035701Z__20250622T035801Z.mseed,HE,NIF ,0,0,0,0,2025-06-22 03:57:05.328000,0.205,,,2025-06-22 03:57:01,2025-06-22 03:58:01
OLKF/FN.OLKF..HHZ__20250622T112106Z__20250622T112206Z.mseed,FN,OLKF,0,0,0,0,2025-06-22 11:21:11.500000,0.942,2025-06-22 11:21:23.640000,0.783,2025-06-22 11:21:06,2025-06-22 11:22:06
VRF/HE.VRF..HHN__20250622T112107Z__20250622T112207Z.mseed,HE,VRF ,0,0,0,0,2025-06-22 11:21:11.250000,0.888,2025-06-22 11:21:24.640000,0.292,2025-06-22 11:21:07,2025-06-22 11:22:07
KU6/HE.KU6..HHN__20250622T112108Z__20250622T112208Z.mseed,HE,KU6 ,0,0,0,0,2025-06-22 11:21:13.510000,0.893,2025-06-22 11:21:27.300000,0.768,2025-06-22 11:21:08,2025-06-22 11:22:08
MSF/FN.MSF..HHN__20250622T112113Z__20250622T112213Z.mseed,FN,MSF ,0,0,0,0,2025-06-22 11:21:17.310000,0.599,2025-06-22 11:21:35.980000,0.386,2025-06-22 11:21:13,2025-06-22 11:22:13
SGF/FN.SGF..HHE__20250622T112121Z__20250622T112221Z.mseed,FN,SGF ,0,0,0,0,2025-06-22 11:21:25.670000,0.615,2025-06-22 11:21:50.900000,0.377,2025-06-22 11:21:21,2025-06-22 11:22:21
RAJF/FN.RAJF..HHZ__20250622T112144Z__20250622T112244Z.mseed,FN,RAJF,0,0,0,0,2025-06-22 11:21:48.330000,0.101,,,2025-06-22 11:21:44,2025-06-22 11:22:44
OUL/FN.OUL..HHZ__20250622T112213Z__20250622T112313Z.mseed,FN,OUL ,0,0,0,0,2025-06-22 11:22:17.280000,0.006,,,2025-06-22 11:22:13,2025-06-22 11:23:13
TOF/HE.TOF..HHE__20250622T112213Z__20250622T112313Z.mseed,HE,TOF ,0,0,0,0,2025-06-22 11:22:17.750000,0.007,,,2025-06-22 11:22:13,2025-06-22 11:23:13
OBF8/HE.OBF8..HHN__20250624T203306Z__20250624T203406Z.mseed,HE,OBF8,0,0,0,0,2025-06-24 20:33:11.264000,0.93,2025-06-24 20:33:24.744000,0.683,2025-06-24 20:33:06,2025-06-24 20:34:06
OBF0/HE.OBF0..HHZ__20250624T203306Z__20250624T203406Z.mseed,HE,OBF0,0,0,0,0,2025-06-24 20:33:11.952000,0.941,2025-06-24 20:33:25.852000,0.683,2025-06-24 20:33:06,2025-06-24 20:34:06
OBF3/HE.OBF3..HHN__20250624T203306Z__20250624T203406Z.mseed,HE,OBF3,0,0,0,0,2025-06-24 20:33:11.316000,0.867,2025-06-24 20:33:25.466000,0.6,2025-06-24 20:33:06,2025-06-24 20:34:06
TOF/HE.TOF..HHN__20250624T203308Z__20250624T203408Z.mseed,HE,TOF ,0,0,0,0,2025-06-24 20:33:13.040000,0.858,2025-06-24 20:33:27.490000,0.54,2025-06-24 20:33:08,2025-06-24 20:34:08
OUL/FN.OUL..HHZ__20250624T203313Z__20250624T203413Z.mseed,FN,OUL ,0,0,0,0,2025-06-24 20:33:18.540000,0.712,2025-06-24 20:33:37.480000,0.188,2025-06-24 20:33:13,2025-06-24 20:34:13
KLF/FN.KLF..HHZ__20250624T203323Z__20250624T203423Z.mseed,FN,KLF ,0,0,0,0,2025-06-24 20:33:28.900000,0.897,2025-06-24 20:33:57.740000,0.297,2025-06-24 20:33:23,2025-06-24 20:34:23
ALAJF/HE.ALAJF..HHZ__20250624T203326Z__20250624T203426Z.mseed,HE,ALAJF,0,0,0,0,2025-06-24 20:33:30.744000,0.78,2025-06-24 20:34:01.004000,0.372,2025-06-24 20:33:26,2025-06-24 20:34:26
VAF/HE.VAF..HHZ__20250624T203354Z__20250624T203454Z.mseed,HE,VAF ,0,0,0,0,2025-06-24 20:33:57.380000,0.395,2025-06-24 20:34:00.630000,0.781,2025-06-24 20:33:54,2025-06-24 20:34:54
AAL/UP.AAL..HHN__20250626T014110Z__20250626T014210Z.mseed,UP,AAL ,0,0,0,0,2025-06-26 01:41:14.220000,0.255,,,2025-06-26 01:41:10,2025-06-26 01:42:10
AAL/UP.AAL..HHN__20250626T014110Z__20250626T014210Z.mseed,UP,AAL ,0,0,0,0,2025-06-26 01:42:22.230000,0.005,,,2025-06-26 01:41:10,2025-06-26 01:42:10
KPF/HE.KPF..HHZ__20250626T014117Z__20250626T014217Z.mseed,HE,KPF ,0,0,0,0,2025-06-26 01:41:21.292000,0.157,,,2025-06-26 01:41:17,2025-06-26 01:42:17
KPF/HE.KPF..HHZ__20250626T014117Z__20250626T014217Z.mseed,HE,KPF ,0,0,0,0,2025-06-26 01:42:29.372000,0.003,,,2025-06-26 01:41:17,2025-06-26 01:42:17
VAF/HE.VAF..HHN__20250628T154143Z__20250628T154243Z.mseed,HE,VAF ,0,0,0,0,2025-06-28 15:41:48.020000,0.862,2025-06-28 15:42:00.830000,0.729,2025-06-28 15:41:43,2025-06-28 15:42:43
OBF8/HE.OBF8..HHN__20250628T154146Z__20250628T154246Z.mseed,HE,OBF8,0,0,0,0,2025-06-28 15:41:50.860000,0.744,2025-06-28 15:42:08.220000,0.432,2025-06-28 15:41:46,2025-06-28 15:42:46
ALAJF/HE.ALAJF..HHN__20250628T154151Z__20250628T154251Z.mseed,HE,ALAJF,0,0,0,0,2025-06-28 15:41:56.442000,0.78,2025-06-28 15:42:15.702000,0.441,2025-06-28 15:41:51,2025-06-28 15:42:51
OBF0/HE.OBF0..HHN__20250628T154153Z__20250628T154253Z.mseed,HE,OBF0,0,0,0,0,2025-06-28 15:41:58.308000,0.761,2025-06-28 15:42:19.428000,0.44,2025-06-28 15:41:53,2025-06-28 15:42:53
OBF3/HE.OBF3..HHN__20250628T154158Z__20250628T154258Z.mseed,HE,OBF3,0,0,0,0,2025-06-28 15:42:02.552000,0.724,2025-06-28 15:42:30.342000,0.246,2025-06-28 15:41:58,2025-06-28 15:42:58
KPF/HE.KPF..HHZ__20250628T154159Z__20250628T154259Z.mseed,HE,KPF ,0,0,0,0,2025-06-28 15:42:04.208000,0.879,2025-06-28 15:42:28.998000,0.313,2025-06-28 15:41:59,2025-06-28 15:42:59
KEF/HE.KEF..HHN__20250628T154205Z__20250628T154305Z.mseed,HE,KEF ,0,0,0,0,2025-06-28 15:42:10.520000,0.896,2025-06-28 15:42:40.790000,0.334,2025-06-28 15:42:05,2025-06-28 15:43:05
SUF/HE.SUF..HHE__20250628T154208Z__20250628T154308Z.mseed,HE,SUF ,0,0,0,0,2025-06-28 15:42:12.640000,0.651,,,2025-06-28 15:42:08,2025-06-28 15:43:08
RAF/HE.RAF..HHE__20250628T154211Z__20250628T154311Z.mseed,HE,RAF ,0,0,0,0,2025-06-28 15:42:15.720000,0.509,2025-06-28 15:42:52.240000,0.264,2025-06-28 15:42:11,2025-06-28 15:43:11
KAF/HE.KAF..HHN__20250628T154214Z__20250628T154314Z.mseed,HE,KAF ,0,0,0,0,2025-06-28 15:42:18.750000,0.296,,,2025-06-28 15:42:14,2025-06-28 15:43:14
OUL/FN.OUL..HHE__20250628T154237Z__20250628T154337Z.mseed,FN,OUL ,0,0,0,0,2025-06-28 15:42:41.150000,0.614,2025-06-28 15:42:47.550000,0.172,2025-06-28 15:42:37,2025-06-28 15:43:37
TOF/HE.TOF..HHN__20250628T154242Z__20250628T154342Z.mseed,HE,TOF ,0,0,0,0,2025-06-28 15:42:46.560000,0.488,,,2025-06-28 15:42:42,2025-06-28 15:43:42
NIF/HE.NIF..HHZ__20250628T154256Z__20250628T154356Z.mseed,HE,NIF ,0,0,0,0,2025-06-28 15:43:00.114000,0.393,,,2025-06-28 15:42:56,2025-06-28 15:43:56
FIA0/HE.FIA0..HHE__20250629T201527Z__20250629T201627Z.mseed,HE,FIA0,0,0,0,0,2025-06-29 20:15:32.260000,0.928,2025-06-29 20:15:37.010000,0.849,2025-06-29 20:15:27,2025-06-29 20:16:27
FIA1/HE.FIA1..HHN__20250629T201527Z__20250629T201627Z.mseed,HE,FIA1,0,0,0,0,2025-06-29 20:15:32.260000,0.947,2025-06-29 20:15:37.010000,0.848,2025-06-29 20:15:27,2025-06-29 20:16:27
VJF/HE.VJF..HHE__20250629T201534Z__20250629T201634Z.mseed,HE,VJF ,0,0,0,0,2025-06-29 20:15:39.988000,0.895,2025-06-29 20:15:51.158000,0.75,2025-06-29 20:15:34,2025-06-29 20:16:34
KAF/HE.KAF..HHN__20250629T201538Z__20250629T201638Z.mseed,HE,KAF ,0,0,0,0,2025-06-29 20:15:43.620000,0.937,2025-06-29 20:15:56.880000,0.669,2025-06-29 20:15:38,2025-06-29 20:16:38
NUR/HE.NUR..HHE__20250629T201540Z__20250629T201640Z.mseed,HE,NUR ,0,0,0,0,2025-06-29 20:15:45.916000,0.836,,,2025-06-29 20:15:40,2025-06-29 20:16:40
KEF/HE.KEF..HHZ__20250629T201544Z__20250629T201644Z.mseed,HE,KEF ,0,0,0,0,2025-06-29 20:15:49.290000,0.935,2025-06-29 20:16:06.460000,0.38,2025-06-29 20:15:44,2025-06-29 20:16:44
MEF/HE.MEF..HHN__20250629T201545Z__20250629T201645Z.mseed,HE,MEF ,0,0,0,0,2025-06-29 20:15:49.590000,0.54,,,2025-06-29 20:15:45,2025-06-29 20:16:45
KUNI/HE.KUNI..HHZ__20250629T201556Z__20250629T201656Z.mseed,HE,KUNI,0,0,0,0,2025-06-29 20:16:00.942000,0.382,2025-06-29 20:16:07.502000,0.72,2025-06-29 20:15:56,2025-06-29 20:16:56
RUF/HE.RUF..HHN__20250629T201557Z__20250629T201657Z.mseed,HE,RUF ,0,0,0,0,2025-06-29 20:16:02.898000,0.459,2025-06-29 20:16:08.098000,0.772,2025-06-29 20:15:57,2025-06-29 20:16:57
HEL1/HE.HEL1..HHE__20250629T201559Z__20250629T201659Z.mseed,HE,HEL1,0,0,0,0,2025-06-29 20:16:03.350000,0.645,2025-06-29 20:16:09.410000,0.807,2025-06-29 20:15:59,2025-06-29 20:16:59
RAF/HE.RAF..HHE__20250629T201600Z__20250629T201700Z.mseed,HE,RAF ,0,0,0,0,2025-06-29 20:16:04.950000,0.475,,,2025-06-29 20:16:00,2025-06-29 20:17:00
NIF/HE.NIF..HHZ__20250629T201602Z__20250629T201702Z.mseed,HE,NIF ,0,0,0,0,2025-06-29 20:16:06.254000,0.483,,,2025-06-29 20:16:02,2025-06-29 20:17:02
HEL5/HE.HEL5..HHE__20250629T201602Z__20250629T201702Z.mseed,HE,HEL5,0,0,0,0,2025-06-29 20:16:06.342000,0.347,2025-06-29 20:16:11.712000,0.212,2025-06-29 20:16:02,2025-06-29 20:17:02
SUF/HE.SUF..HHZ__20250629T201609Z__20250629T201709Z.mseed,HE,SUF ,0,0,0,0,2025-06-29 20:16:13.266000,0.51,2025-06-29 20:16:15.426000,0.241,2025-06-29 20:16:09,2025-06-29 20:17:09
KPF/HE.KPF..HHZ__20250629T201626Z__20250629T201726Z.mseed,HE,KPF ,0,0,0,0,2025-06-29 20:16:30.368000,0.814,2025-06-29 20:16:34.768000,0.645,2025-06-29 20:16:26,2025-06-29 20:17:26
KPF/HE.KPF..HHZ__20250629T201626Z__20250629T201726Z.mseed,HE,KPF ,0,0,0,0,2025-06-29 20:17:37.328000,0.024,,,2025-06-29 20:16:26,2025-06-29 20:17:26
ALAJF/HE.ALAJF..HHE__20250629T201630Z__20250629T201730Z.mseed,HE,ALAJF,0,0,0,0,2025-06-29 20:16:34.340000,0.14,2025-06-29 20:16:37.520000,0.284,2025-06-29 20:16:30,2025-06-29 20:17:30
OBF8/HE.OBF8..HHE__20250629T233302Z__20250629T233402Z.mseed,HE,OBF8,0,0,0,0,2025-06-29 23:33:07.112000,0.845,2025-06-29 23:33:27.632000,0.29,2025-06-29 23:33:02,2025-06-29 23:34:02
OBF0/HE.OBF0..HHN__20250629T233306Z__20250629T233406Z.mseed,HE,OBF0,0,0,0,0,2025-06-29 23:33:11.152000,0.674,2025-06-29 23:33:35.322000,0.531,2025-06-29 23:33:06,2025-06-29 23:34:06
OBF3/HE.OBF3..HHZ__20250629T233308Z__20250629T233408Z.mseed,HE,OBF3,0,0,0,0,2025-06-29 23:33:12.408000,0.806,2025-06-29 23:33:39.708000,0.451,2025-06-29 23:33:08,2025-06-29 23:34:08
TOF/HE.TOF..HHE__20250629T233309Z__20250629T233409Z.mseed,HE,TOF ,0,0,0,0,2025-06-29 23:33:14.680000,0.618,2025-06-29 23:33:43.450000,0.478,2025-06-29 23:33:09,2025-06-29 23:34:09
VAF/HE.VAF..HHE__20250629T233312Z__20250629T233412Z.mseed,HE,VAF ,0,0,0,0,2025-06-29 23:33:17.510000,0.73,2025-06-29 23:33:45.390000,0.192,2025-06-29 23:33:12,2025-06-29 23:34:12
OUL/FN.OUL..HHN__20250629T233314Z__20250629T233414Z.mseed,FN,OUL ,0,0,0,0,2025-06-29 23:33:19.010000,0.423,,,2025-06-29 23:33:14,2025-06-29 23:34:14
KLF/FN.KLF..HHN__20250629T233318Z__20250629T233418Z.mseed,FN,KLF ,0,0,0,0,2025-06-29 23:33:22.600000,0.635,2025-06-29 23:33:57.020000,0.107,2025-06-29 23:33:18,2025-06-29 23:34:18
RNF/FN.RNF..HHZ__20250629T233322Z__20250629T233422Z.mseed,FN,RNF ,0,0,0,0,2025-06-29 23:33:26.410000,0.12,,,2025-06-29 23:33:22,2025-06-29 23:34:22
RANF/FN.RANF..HHN__20250629T233323Z__20250629T233423Z.mseed,FN,RANF,0,0,0,0,2025-06-29 23:33:27.080000,0.275,,,2025-06-29 23:33:23,2025-06-29 23:34:23
SUF/HE.SUF..HHE__20250629T233409Z__20250629T233509Z.mseed,HE,SUF ,0,0,0,0,2025-06-29 23:34:13.800000,0.166,,,2025-06-29 23:34:09,2025-06-29 23:35:09
KEF/HE.KEF..HHE__20250629T233410Z__20250629T233510Z.mseed,HE,KEF ,0,0,0,0,2025-06-29 23:34:14.480000,0.237,,,2025-06-29 23:34:10,2025-06-29 23:35:10
KPF/HE.KPF..HHZ__20250629T233410Z__20250629T233510Z.mseed,HE,KPF ,0,0,0,0,2025-06-29 23:34:14.068000,0.7,,,2025-06-29 23:34:10,2025-06-29 23:35:10
KPF/HE.KPF..HHZ__20250629T233410Z__20250629T233510Z.mseed,HE,KPF ,0,0,0,0,2025-06-29 23:35:21.028000,0.021,,,2025-06-29 23:34:10,2025-06-29 23:35:10
SGF/FN.SGF..HHE__20250629T233412Z__20250629T233512Z.mseed,FN,SGF ,0,0,0,0,2025-06-29 23:34:17.120000,0.316,,,2025-06-29 23:34:12,2025-06-29 23:35:12
HEF/HE.HEF..HHN__20250629T233415Z__20250629T233515Z.mseed,HE,HEF ,0,0,0,0,2025-06-29 23:34:20.140000,0.288,2025-06-29 23:34:32.420000,0.034,2025-06-29 23:34:15,2025-06-29 23:35:15
HEF/HE.HEF..HHN__20250629T233415Z__20250629T233515Z.mseed,HE,HEF ,0,0,0,0,2025-06-29 23:35:24.100000,0.006,,,2025-06-29 23:34:15,2025-06-29 23:35:15
MSF/FN.MSF..HHN__20250629T233418Z__20250629T233518Z.mseed,FN,MSF ,0,0,0,0,2025-06-29 23:34:22.710000,0.419,,,2025-06-29 23:34:18,2025-06-29 23:35:18
MSF/FN.MSF..HHN__20250629T233418Z__20250629T233518Z.mseed,FN,MSF ,0,0,0,0,2025-06-29 23:35:28.790000,0.002,,,2025-06-29 23:34:18,2025-06-29 23:35:18
KAF/HE.KAF..HHZ__20250629T233420Z__20250629T233520Z.mseed,HE,KAF ,0,0,0,0,2025-06-29 23:34:24.630000,0.276,,,2025-06-29 23:34:20,2025-06-29 23:35:20
OLKF/FN.OLKF..HHZ__20250629T233423Z__20250629T233523Z.mseed,FN,OLKF,0,0,0,0,2025-06-29 23:34:27.330000,0.217,,,2025-06-29 23:34:23,2025-06-29 23:35:23
KU6/HE.KU6..HHE__20250629T233426Z__20250629T233526Z.mseed,HE,KU6 ,0,0,0,0,2025-06-29 23:34:30.970000,0.068,,,2025-06-29 23:34:26,2025-06-29 23:35:26
KU6/HE.KU6..HHE__20250629T233426Z__20250629T233526Z.mseed,HE,KU6 ,0,0,0,0,2025-06-29 23:35:37.070000,0.002,,,2025-06-29 23:34:26,2025-06-29 23:35:26
RAF/HE.RAF..HHZ__20250630T005855Z__20250630T005955Z.mseed,HE,RAF ,0,0,0,0,2025-06-30 00:58:59.430000,0.315,,,2025-06-30 00:58:55,2025-06-30 00:59:55
KPF/HE.KPF..HHE__20250630T005855Z__20250630T005955Z.mseed,HE,KPF ,0,0,0,0,2025-06-30 00:59:00.276000,0.718,2025-06-30 00:59:27.766000,0.384,2025-06-30 00:58:55,2025-06-30 00:59:55
VAF/HE.VAF..HHZ__20250630T005902Z__20250630T010002Z.mseed,HE,VAF ,0,0,0,0,2025-06-30 00:59:06.450000,0.701,,,2025-06-30 00:59:02,2025-06-30 01:00:02
AAL/UP.AAL..HHN__20250630T005921Z__20250630T010021Z.mseed,UP,AAL ,0,0,0,0,2025-06-30 00:59:25.500000,0.62,,,2025-06-30 00:59:21,2025-06-30 01:00:21
KU6/HE.KU6..HHN__20250630T062922Z__20250630T063022Z.mseed,HE,KU6 ,0,0,0,0,2025-06-30 06:29:27.530000,0.9,2025-06-30 06:29:47.580000,0.162,2025-06-30 06:29:22,2025-06-30 06:30:22
OLKF/FN.OLKF..HHN__20250630T062925Z__20250630T063025Z.mseed,FN,OLKF,0,0,0,0,2025-06-30 06:29:30.200000,0.912,2025-06-30 06:29:52.800000,0.188,2025-06-30 06:29:25,2025-06-30 06:30:25
MSF/FN.MSF..HHN__20250630T062928Z__20250630T063028Z.mseed,FN,MSF ,0,0,0,0,2025-06-30 06:29:33.620000,0.896,2025-06-30 06:29:58.430000,0.588,2025-06-30 06:29:28,2025-06-30 06:30:28
VRF/HE.VRF..HHE__20250630T062931Z__20250630T063031Z.mseed,HE,VRF ,0,0,0,0,2025-06-30 06:29:36.560000,0.739,2025-06-30 06:30:03.910000,0.445,2025-06-30 06:29:31,2025-06-30 06:30:31
RANF/FN.RANF..HHZ__20250630T062941Z__20250630T063041Z.mseed,FN,RANF,0,0,0,0,2025-06-30 06:29:45.180000,0.313,2025-06-30 06:30:27.530000,0.448,2025-06-30 06:29:41,2025-06-30 06:30:41
RMF/HE.RMF..HHZ__20250630T062942Z__20250630T063042Z.mseed,HE,RMF ,0,0,0,0,2025-06-30 06:29:46.204000,0.142,,,2025-06-30 06:29:42,2025-06-30 06:30:42
RAJF/FN.RAJF..HHZ__20250630T062943Z__20250630T063043Z.mseed,FN,RAJF,0,0,0,0,2025-06-30 06:29:47.180000,0.462,,,2025-06-30 06:29:43,2025-06-30 06:30:43
SGF/FN.SGF..HHN__20250630T062946Z__20250630T063046Z.mseed,FN,SGF ,0,0,0,0,2025-06-30 06:29:50.400000,0.648,2025-06-30 06:30:29.370000,0.309,2025-06-30 06:29:46,2025-06-30 06:30:46
RNF/FN.RNF..HHE__20250630T062947Z__20250630T063047Z.mseed,FN,RNF ,0,0,0,0,2025-06-30 06:29:51.650000,0.731,2025-06-30 06:30:34.380000,0.197,2025-06-30 06:29:47,2025-06-30 06:30:47
OUL/FN.OUL..HHZ__20250630T062950Z__20250630T063050Z.mseed,FN,OUL ,0,0,0,0,2025-06-30 06:29:54.140000,0.807,2025-06-30 06:30:01.040000,0.603,2025-06-30 06:29:50,2025-06-30 06:30:50
RAF/HE.RAF..HHZ__20250630T214929Z__20250630T215029Z.mseed,HE,RAF ,0,0,0,0,2025-06-30 21:49:33.270000,0.002,,,2025-06-30 21:49:29,2025-06-30 21:50:29
FIA0/HE.FIA0..HHE__20250701T192759Z__20250701T192859Z.mseed,HE,FIA0,0,0,0,0,2025-07-01 19:28:03.170000,0.174,,,2025-07-01 19:27:59,2025-07-01 19:28:59
FIA1/HE.FIA1..HHE__20250701T192759Z__20250701T192859Z.mseed,HE,FIA1,0,0,0,0,2025-07-01 19:28:03.100000,0.25,,,2025-07-01 19:27:59,2025-07-01 19:28:59
FIA0/HE.FIA0..HHN__20250701T212400Z__20250701T212500Z.mseed,HE,FIA0,0,0,0,0,2025-07-01 21:24:05.890000,0.93,2025-07-01 21:24:15.640000,0.785,2025-07-01 21:24:00,2025-07-01 21:25:00
FIA1/HE.FIA1..HHN__20250701T212400Z__20250701T212500Z.mseed,HE,FIA1,0,0,0,0,2025-07-01 21:24:05.950000,0.885,2025-07-01 21:24:15.610000,0.65,2025-07-01 21:24:00,2025-07-01 21:25:00
NUR/HE.NUR..HHN__20250701T212401Z__20250701T212501Z.mseed,HE,NUR ,0,0,0,0,2025-07-01 21:24:05.416000,0.248,2025-07-01 21:24:16.386000,0.087,2025-07-01 21:24:01,2025-07-01 21:25:01
VJF/HE.VJF..HHZ__20250701T212401Z__20250701T212501Z.mseed,HE,VJF ,0,0,0,0,2025-07-01 21:24:06.892000,0.897,2025-07-01 21:24:17.352000,0.537,2025-07-01 21:24:01,2025-07-01 21:25:01
KAF/HE.KAF..HHZ__20250701T212412Z__20250701T212512Z.mseed,HE,KAF ,0,0,0,0,2025-07-01 21:24:17.920000,0.736,2025-07-01 21:24:36.290000,0.65,2025-07-01 21:24:12,2025-07-01 21:25:12
KEF/HE.KEF..HHZ__20250701T212416Z__20250701T212516Z.mseed,HE,KEF ,0,0,0,0,2025-07-01 21:24:21.260000,0.907,2025-07-01 21:24:41.410000,0.542,2025-07-01 21:24:16,2025-07-01 21:25:16
MEF/HE.MEF..HHZ__20250701T212418Z__20250701T212518Z.mseed,HE,MEF ,0,0,0,0,2025-07-01 21:24:22.600000,0.544,,,2025-07-01 21:24:18,2025-07-01 21:25:18
RUF/HE.RUF..HHZ__20250701T212436Z__20250701T212536Z.mseed,HE,RUF ,0,0,0,0,2025-07-01 21:24:40.088000,0.447,2025-07-01 21:24:43.898000,0.595,2025-07-01 21:24:36,2025-07-01 21:25:36
KU6/HE.KU6..HHE__20250702T054705Z__20250702T054805Z.mseed,HE,KU6 ,0,0,0,0,2025-07-02 05:47:10.140000,0.951,2025-07-02 05:47:13.880000,0.89,2025-07-02 05:47:05,2025-07-02 05:48:05
MSF/FN.MSF..HHN__20250702T054707Z__20250702T054807Z.mseed,FN,MSF ,0,0,0,0,2025-07-02 05:47:12.200000,0.958,2025-07-02 05:47:17.350000,0.86,2025-07-02 05:47:07,2025-07-02 05:48:07
OLKF/FN.OLKF..HHZ__20250702T054710Z__20250702T054810Z.mseed,FN,OLKF,0,0,0,0,2025-07-02 05:47:15.450000,0.956,2025-07-02 05:47:22.900000,0.793,2025-07-02 05:47:10,2025-07-02 05:48:10
RANF/FN.RANF..HHE__20250702T054722Z__20250702T054822Z.mseed,FN,RANF,0,0,0,0,2025-07-02 05:47:27.920000,0.758,2025-07-02 05:47:44.180000,0.647,2025-07-02 05:47:22,2025-07-02 05:48:22
