file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability,start_dt,end_dt
RANF/FN.RANF..HHE__20250228T014649Z__20250228T014749Z.mseed,FN,RANF,0,0,0,0,2025-02-28 01:46:55,0.928,2025-02-28 01:47:07.890000,0.643,2025-02-28 01:46:49,2025-02-28 01:47:49
OBF0/HE.OBF0..HHN__20250228T014651Z__20250228T014751Z.mseed,HE,OBF0,0,0,0,0,2025-02-28 01:46:56.516000,0.935,2025-02-28 01:47:10.626000,0.768,2025-02-28 01:46:51,2025-02-28 01:47:51
OUF/HE.OUF..HHE__20250228T014653Z__20250228T014753Z.mseed,HE,OUF ,0,0,0,0,2025-02-28 01:46:58.420000,0.801,2025-02-28 01:47:14.580000,0.196,2025-02-28 01:46:53,2025-02-28 01:47:53
OBF8/HE.OBF8..HHZ__20250228T014656Z__20250228T014756Z.mseed,HE,OBF8,0,0,0,0,2025-02-28 01:46:59.996000,0.091,,,2025-02-28 01:46:56,2025-02-28 01:47:56
KLF/FN.KLF..HHZ__20250228T014702Z__20250228T014802Z.mseed,FN,KLF ,0,0,0,0,2025-02-28 01:47:07.650000,0.932,2025-02-28 01:47:29.970000,0.462,2025-02-28 01:47:02,2025-02-28 01:48:02
MSF/FN.MSF..HHN__20250228T014705Z__20250228T014805Z.mseed,FN,MSF ,0,0,0,0,2025-02-28 01:47:10.150000,0.726,2025-02-28 01:47:33.590000,0.378,2025-02-28 01:47:05,2025-02-28 01:48:05
SGF/FN.SGF..HHE__20250228T014708Z__20250228T014808Z.mseed,FN,SGF ,0,0,0,0,2025-02-28 01:47:13.510000,0.658,2025-02-28 01:47:39.260000,0.332,2025-02-28 01:47:08,2025-02-28 01:48:08
OLKF/FN.OLKF..HHE__20250228T014708Z__20250228T014808Z.mseed,FN,OLKF,0,0,0,0,2025-02-28 01:47:12.250000,0.643,2025-02-28 01:47:40.910000,0.589,2025-02-28 01:47:08,2025-02-28 01:48:08
RNF/FN.RNF..HHZ__20250228T014709Z__20250228T014809Z.mseed,FN,RNF ,0,0,0,0,2025-02-28 01:47:14.300000,0.201,2025-02-28 01:47:18.160000,0.533,2025-02-28 01:47:09,2025-02-28 01:48:09
KU6/HE.KU6..HHN__20250228T014710Z__20250228T014810Z.mseed,HE,KU6 ,0,0,0,0,2025-02-28 01:47:14.330000,0.573,2025-02-28 01:47:44.600000,0.373,2025-02-28 01:47:10,2025-02-28 01:48:10
KIF/HE.KIF..HHN__20250228T090345Z__20250228T090445Z.mseed,HE,KIF ,0,0,0,0,2025-02-28 09:03:50.950000,0.941,2025-02-28 09:04:09.300000,0.678,2025-02-28 09:03:45,2025-02-28 09:04:45
HEF/HE.HEF..HHZ__20250228T090351Z__20250228T090451Z.mseed,HE,HEF ,0,0,0,0,2025-02-28 09:03:56.600000,0.936,2025-02-28 09:04:18.400000,0.708,2025-02-28 09:03:51,2025-02-28 09:04:51
KLF/FN.KLF..HHZ__20250228T090352Z__20250228T090452Z.mseed,FN,KLF ,0,0,0,0,2025-02-28 09:03:57.950000,0.946,2025-02-28 09:04:21.870000,0.195,2025-02-28 09:03:52,2025-02-28 09:04:52
HEF/HE.HEF..HHZ__20250301T012349Z__20250301T012449Z.mseed,HE,HEF ,0,0,0,0,2025-03-01 01:23:55,0.948,2025-03-01 01:24:02.260000,0.593,2025-03-01 01:23:49,2025-03-01 01:24:49
KLF/FN.KLF..HHE__20250301T012356Z__20250301T012456Z.mseed,FN,KLF ,0,0,0,0,2025-03-01 01:24:01.800000,0.843,2025-03-01 01:24:14.260000,0.427,2025-03-01 01:23:56,2025-03-01 01:24:56
SGF/FN.SGF..HHZ__20250301T012408Z__20250301T012508Z.mseed,FN,SGF ,0,0,0,0,2025-03-01 01:24:13.190000,0.779,2025-03-01 01:24:33.650000,0.32,2025-03-01 01:24:08,2025-03-01 01:25:08
KMNF/FN.KMNF..HHZ__20250301T012413Z__20250301T012513Z.mseed,FN,KMNF,0,0,0,0,2025-03-01 01:24:18.950000,0.686,2025-03-01 01:24:44.300000,0.179,2025-03-01 01:24:13,2025-03-01 01:25:13
TOF/HE.TOF..HHN__20250301T012417Z__20250301T012517Z.mseed,HE,TOF ,0,0,0,0,2025-03-01 01:24:21.200000,0.752,2025-03-01 01:24:48.570000,0.055,2025-03-01 01:24:17,2025-03-01 01:25:17
RAJF/FN.RAJF..HHZ__20250301T012446Z__20250301T012546Z.mseed,FN,RAJF,0,0,0,0,2025-03-01 01:24:50.400000,0.458,,,2025-03-01 01:24:46,2025-03-01 01:25:46
KIF/HE.KIF..HHE__20250301T062641Z__20250301T062741Z.mseed,HE,KIF ,0,0,0,0,2025-03-01 06:26:46.270000,0.855,2025-03-01 06:27:05.210000,0.743,2025-03-01 06:26:41,2025-03-01 06:27:41
HEF/HE.HEF..HHE__20250301T062657Z__20250301T062757Z.mseed,HE,HEF ,0,0,0,0,2025-03-01 06:27:01.690000,0.63,2025-03-01 06:27:34.420000,0.029,2025-03-01 06:26:57,2025-03-01 06:27:57
KIF/HE.KIF..HHN__20250304T080323Z__20250304T080423Z.mseed,HE,KIF ,0,0,0,0,2025-03-04 08:03:28.690000,0.838,2025-03-04 08:03:41.860000,0.642,2025-03-04 08:03:23,2025-03-04 08:04:23
HEF/HE.HEF..HHZ__20250304T080333Z__20250304T080433Z.mseed,HE,HEF ,0,0,0,0,2025-03-04 08:03:38.190000,0.837,2025-03-04 08:03:58.250000,0.654,2025-03-04 08:03:33,2025-03-04 08:04:33
KLF/FN.KLF..HHN__20250304T080339Z__20250304T080439Z.mseed,FN,KLF ,0,0,0,0,2025-03-04 08:03:44.150000,0.821,2025-03-04 08:04:09.360000,0.657,2025-03-04 08:03:39,2025-03-04 08:04:39
SGF/FN.SGF..HHZ__20250305T073046Z__20250305T073146Z.mseed,FN,SGF ,0,0,0,0,2025-03-05 07:30:51.260000,0.947,2025-03-05 07:30:53.860000,0.915,2025-03-05 07:30:46,2025-03-05 07:31:46
VRF/HE.VRF..HHE__20250305T073101Z__20250305T073201Z.mseed,HE,VRF ,0,0,0,0,2025-03-05 07:31:06.220000,0.915,2025-03-05 07:31:19.340000,0.452,2025-03-05 07:31:01,2025-03-05 07:32:01
RAJF/FN.RAJF..HHE__20250305T073101Z__20250305T073201Z.mseed,FN,RAJF,0,0,0,0,2025-03-05 07:31:06.200000,0.912,2025-03-05 07:31:19.300000,0.725,2025-03-05 07:31:01,2025-03-05 07:32:01
KLF/FN.KLF..HHE__20250305T073103Z__20250305T073203Z.mseed,FN,KLF ,0,0,0,0,2025-03-05 07:31:09,0.943,2025-03-05 07:31:24.170000,0.517,2025-03-05 07:31:03,2025-03-05 07:32:03
HEF/HE.HEF..HHN__20250305T073109Z__20250305T073209Z.mseed,HE,HEF ,0,0,0,0,2025-03-05 07:31:14.200000,0.919,2025-03-05 07:31:33.350000,0.624,2025-03-05 07:31:09,2025-03-05 07:32:09
RANF/FN.RANF..HHN__20250305T073110Z__20250305T073210Z.mseed,FN,RANF,0,0,0,0,2025-03-05 07:31:15.260000,0.865,2025-03-05 07:31:35.150000,0.514,2025-03-05 07:31:10,2025-03-05 07:32:10
OLKF/FN.OLKF..HHZ__20250305T073110Z__20250305T073210Z.mseed,FN,OLKF,0,0,0,0,2025-03-05 07:31:15.850000,0.872,2025-03-05 07:31:35.720000,0.686,2025-03-05 07:31:10,2025-03-05 07:32:10
KMNF/FN.KMNF..HHN__20250305T073110Z__20250305T073210Z.mseed,FN,KMNF,0,0,0,0,2025-03-05 07:31:15.600000,0.876,2025-03-05 07:31:35.490000,0.242,2025-03-05 07:31:10,2025-03-05 07:32:10
TOF/HE.TOF..HHN__20250305T073114Z__20250305T073214Z.mseed,HE,TOF ,0,0,0,0,2025-03-05 07:31:19.440000,0.535,2025-03-05 07:31:42.670000,0.368,2025-03-05 07:31:14,2025-03-05 07:32:14
MSF/FN.MSF..HHE__20250305T073115Z__20250305T073215Z.mseed,FN,MSF ,0,0,0,0,2025-03-05 07:31:20.280000,0.897,2025-03-05 07:31:44.170000,0.223,2025-03-05 07:31:15,2025-03-05 07:32:15
KU6/HE.KU6..HHN__20250305T073116Z__20250305T073216Z.mseed,HE,KU6 ,0,0,0,0,2025-03-05 07:31:21.310000,0.655,2025-03-05 07:31:46.620000,0.711,2025-03-05 07:31:16,2025-03-05 07:32:16
KEV/HE.KEV..HHE__20250305T073120Z__20250305T073220Z.mseed,HE,KEV ,0,0,0,0,2025-03-05 07:31:25.580000,0.69,2025-03-05 07:31:53.140000,0.476,2025-03-05 07:31:20,2025-03-05 07:32:20
MSF/FN.MSF..HHZ__20250305T093515Z__20250305T093615Z.mseed,FN,MSF ,0,0,0,0,2025-03-05 09:35:20.440000,0.258,2025-03-05 09:35:26.410000,0.727,2025-03-05 09:35:15,2025-03-05 09:36:15
RANF/FN.RANF..HHE__20250305T093518Z__20250305T093618Z.mseed,FN,RANF,0,0,0,0,2025-03-05 09:35:23.930000,0.782,2025-03-05 09:35:32.290000,0.733,2025-03-05 09:35:18,2025-03-05 09:36:18
KU6/HE.KU6..HHE__20250305T093531Z__20250305T093631Z.mseed,HE,KU6 ,0,0,0,0,2025-03-05 09:35:35.960000,0.109,,,2025-03-05 09:35:31,2025-03-05 09:36:31
OLKF/FN.OLKF..HHN__20250305T093532Z__20250305T093632Z.mseed,FN,OLKF,0,0,0,0,2025-03-05 09:35:36.920000,0.065,,,2025-03-05 09:35:32,2025-03-05 09:36:32
OLKF/FN.OLKF..HHN__20250305T093532Z__20250305T093632Z.mseed,FN,OLKF,0,0,0,0,2025-03-05 09:36:42.930000,0.005,,,2025-03-05 09:35:32,2025-03-05 09:36:32
OUL/FN.OUL..HHN__20250305T093540Z__20250305T093640Z.mseed,FN,OUL ,0,0,0,0,2025-03-05 09:35:44.960000,0.001,,,2025-03-05 09:35:40,2025-03-05 09:36:40
KU6/HE.KU6..HHZ__20250308T143610Z__20250308T143710Z.mseed,HE,KU6 ,0,0,0,0,2025-03-08 14:36:15.130000,0.946,2025-03-08 14:36:22.480000,0.823,2025-03-08 14:36:10,2025-03-08 14:37:10
MSF/FN.MSF..HHN__20250308T143612Z__20250308T143712Z.mseed,FN,MSF ,0,0,0,0,2025-03-08 14:36:16.820000,0.601,2025-03-08 14:36:27.540000,0.596,2025-03-08 14:36:12,2025-03-08 14:37:12
OLKF/FN.OLKF..HHE__20250308T143616Z__20250308T143716Z.mseed,FN,OLKF,0,0,0,0,2025-03-08 14:36:21.650000,0.633,2025-03-08 14:36:33.970000,0.247,2025-03-08 14:36:16,2025-03-08 14:37:16
RMF/HE.RMF..HHZ__20250308T143640Z__20250308T143740Z.mseed,HE,RMF ,0,0,0,0,2025-03-08 14:36:44.460000,0.011,,,2025-03-08 14:36:40,2025-03-08 14:37:40
RANF/FN.RANF..HHE__20250308T143649Z__20250308T143749Z.mseed,FN,RANF,0,0,0,0,2025-03-08 14:36:53.210000,0.477,2025-03-08 14:36:59.390000,0.076,2025-03-08 14:36:49,2025-03-08 14:37:49
OUL/FN.OUL..HHN__20250308T143700Z__20250308T143800Z.mseed,FN,OUL ,0,0,0,0,2025-03-08 14:37:04.230000,0.211,,,2025-03-08 14:37:00,2025-03-08 14:38:00
MSF/FN.MSF..HHN__20250310T020901Z__20250310T021001Z.mseed,FN,MSF ,0,0,0,0,2025-03-10 02:09:06.760000,0.954,2025-03-10 02:09:09.220000,0.862,2025-03-10 02:09:01,2025-03-10 02:10:01
KU6/HE.KU6..HHN__20250310T020906Z__20250310T021006Z.mseed,HE,KU6 ,0,0,0,0,2025-03-10 02:09:11.870000,0.619,2025-03-10 02:09:18.080000,0.829,2025-03-10 02:09:06,2025-03-10 02:10:06
OLKF/FN.OLKF..HHZ__20250310T020908Z__20250310T021008Z.mseed,FN,OLKF,0,0,0,0,2025-03-10 02:09:13.600000,0.849,2025-03-10 02:09:21.210000,0.75,2025-03-10 02:09:08,2025-03-10 02:10:08
RANF/FN.RANF..HHN__20250310T020914Z__20250310T021014Z.mseed,FN,RANF,0,0,0,0,2025-03-10 02:09:19.350000,0.614,2025-03-10 02:09:31.350000,0.626,2025-03-10 02:09:14,2025-03-10 02:10:14
OUL/FN.OUL..HHE__20250310T020941Z__20250310T021041Z.mseed,FN,OUL ,0,0,0,0,2025-03-10 02:09:45.920000,0.002,,,2025-03-10 02:09:41,2025-03-10 02:10:41
RNF/FN.RNF..HHE__20250310T020941Z__20250310T021041Z.mseed,FN,RNF ,0,0,0,0,2025-03-10 02:09:46.060000,0.072,2025-03-10 02:09:49.220000,0.19,2025-03-10 02:09:41,2025-03-10 02:10:41
RNF/FN.RNF..HHE__20250310T020941Z__20250310T021041Z.mseed,FN,RNF ,0,0,0,0,2025-03-10 02:11:23.840000,0.002,,,2025-03-10 02:09:41,2025-03-10 02:10:41
SGF/FN.SGF..HHE__20250310T020954Z__20250310T021054Z.mseed,FN,SGF ,0,0,0,0,2025-03-10 02:09:58.260000,0.263,,,2025-03-10 02:09:54,2025-03-10 02:10:54
SGF/FN.SGF..HHE__20250310T020954Z__20250310T021054Z.mseed,FN,SGF ,0,0,0,0,2025-03-10 02:11:06.360000,0.007,,,2025-03-10 02:09:54,2025-03-10 02:10:54
OBF3/HE.OBF3..HHN__20250310T020958Z__20250310T021058Z.mseed,HE,OBF3,0,0,0,0,2025-03-10 02:10:02.792000,0.003,,,2025-03-10 02:09:58,2025-03-10 02:10:58
KMNF/FN.KMNF..HHE__20250313T161829Z__20250313T161929Z.mseed,FN,KMNF,0,0,0,0,2025-03-13 16:18:34.300000,0.936,2025-03-13 16:18:39.250000,0.875,2025-03-13 16:18:29,2025-03-13 16:19:29
KEV/HE.KEV..HHN__20250313T161833Z__20250313T161933Z.mseed,HE,KEV ,0,0,0,0,2025-03-13 16:18:38.480000,0.94,2025-03-13 16:18:46.450000,0.573,2025-03-13 16:18:33,2025-03-13 16:19:33
RAJF/FN.RAJF..HHZ__20250313T161836Z__20250313T161936Z.mseed,FN,RAJF,0,0,0,0,2025-03-13 16:18:41.100000,0.932,2025-03-13 16:18:50.650000,0.687,2025-03-13 16:18:36,2025-03-13 16:19:36
VRF/HE.VRF..HHZ__20250313T161850Z__20250313T161950Z.mseed,HE,VRF ,0,0,0,0,2025-03-13 16:18:55.440000,0.678,2025-03-13 16:19:16.230000,0.239,2025-03-13 16:18:50,2025-03-13 16:19:50
HEF/HE.HEF..HHZ__20250313T161853Z__20250313T161953Z.mseed,HE,HEF ,0,0,0,0,2025-03-13 16:18:58.630000,0.735,2025-03-13 16:19:22.830000,0.346,2025-03-13 16:18:53,2025-03-13 16:19:53
SGF/FN.SGF..HHE__20250313T161855Z__20250313T161955Z.mseed,FN,SGF ,0,0,0,0,2025-03-13 16:18:59.120000,0.926,2025-03-13 16:19:24.240000,0.426,2025-03-13 16:18:55,2025-03-13 16:19:55
KLF/FN.KLF..HHE__20250313T161905Z__20250313T162005Z.mseed,FN,KLF ,0,0,0,0,2025-03-13 16:19:09.660000,0.516,2025-03-13 16:19:43.180000,0.042,2025-03-13 16:19:05,2025-03-13 16:20:05
KIF/HE.KIF..HHZ__20250313T161939Z__20250313T162039Z.mseed,HE,KIF ,0,0,0,0,2025-03-13 16:19:41.910000,0.37,2025-03-13 16:19:45.470000,0.265,2025-03-13 16:19:39,2025-03-13 16:20:39
RNF/FN.RNF..HHZ__20250313T161944Z__20250313T162044Z.mseed,FN,RNF ,0,0,0,0,2025-03-13 16:19:48.200000,0.435,,,2025-03-13 16:19:44,2025-03-13 16:20:44
VAF/HE.VAF..HHE__20250314T233044Z__20250314T233144Z.mseed,HE,VAF ,0,0,0,0,2025-03-14 23:30:49.820000,0.844,2025-03-14 23:31:11.220000,0.288,2025-03-14 23:30:44,2025-03-14 23:31:44
OBF0/HE.OBF0..HHE__20250314T233059Z__20250314T233159Z.mseed,HE,OBF0,0,0,0,0,2025-03-14 23:31:03.660000,0.016,,,2025-03-14 23:30:59,2025-03-14 23:31:59
OBF0/HE.OBF0..HHE__20250314T233059Z__20250314T233159Z.mseed,HE,OBF0,0,0,0,0,2025-03-14 23:32:41.220000,0.005,,,2025-03-14 23:30:59,2025-03-14 23:31:59
OBF3/HE.OBF3..HHZ__20250314T233105Z__20250314T233205Z.mseed,HE,OBF3,0,0,0,0,2025-03-14 23:31:10.372000,0.009,,,2025-03-14 23:31:05,2025-03-14 23:32:05
OBF3/HE.OBF3..HHZ__20250314T233105Z__20250314T233205Z.mseed,HE,OBF3,0,0,0,0,2025-03-14 23:32:14.332000,0.006,,,2025-03-14 23:31:05,2025-03-14 23:32:05
ALAJF/HE.ALAJF..HHE__20250314T233112Z__20250314T233212Z.mseed,HE,ALAJF,0,0,0,0,2025-03-14 23:31:16.742000,0.626,2025-03-14 23:31:19.302000,0.486,2025-03-14 23:31:12,2025-03-14 23:32:12
OUL/FN.OUL..HHN__20250314T233118Z__20250314T233218Z.mseed,FN,OUL ,0,0,0,0,2025-03-14 23:31:22.330000,0.001,,,2025-03-14 23:31:18,2025-03-14 23:32:18
OUL/FN.OUL..HHN__20250314T233118Z__20250314T233218Z.mseed,FN,OUL ,0,0,0,0,2025-03-14 23:32:28.330000,0.001,,,2025-03-14 23:31:18,2025-03-14 23:32:18
MSF/FN.MSF..HHE__20250315T023923Z__20250315T024023Z.mseed,FN,MSF ,0,0,0,0,2025-03-15 02:39:28.770000,0.962,2025-03-15 02:39:34.030000,0.867,2025-03-15 02:39:23,2025-03-15 02:40:23
KU6/HE.KU6..HHE__20250315T023924Z__20250315T024024Z.mseed,HE,KU6 ,0,0,0,0,2025-03-15 02:39:29.430000,0.935,2025-03-15 02:39:35.020000,0.86,2025-03-15 02:39:24,2025-03-15 02:40:24
OLKF/FN.OLKF..HHZ__20250315T023927Z__20250315T024027Z.mseed,FN,OLKF,0,0,0,0,2025-03-15 02:39:31.900000,0.704,2025-03-15 02:39:40.650000,0.634,2025-03-15 02:39:27,2025-03-15 02:40:27
RANF/FN.RANF..HHE__20250315T023950Z__20250315T024050Z.mseed,FN,RANF,0,0,0,0,2025-03-15 02:39:56,0.203,2025-03-15 02:39:56.470000,0.149,2025-03-15 02:39:50,2025-03-15 02:40:50
OUL/FN.OUL..HHZ__20250315T024003Z__20250315T024103Z.mseed,FN,OUL ,0,0,0,0,2025-03-15 02:40:08.390000,0.097,2025-03-15 02:40:11.040000,0.315,2025-03-15 02:40:03,2025-03-15 02:41:03
OUL/FN.OUL..HHZ__20250315T024003Z__20250315T024103Z.mseed,FN,OUL ,0,0,0,0,2025-03-15 02:41:13.470000,0.001,,,2025-03-15 02:40:03,2025-03-15 02:41:03
RNF/FN.RNF..HHE__20250315T024003Z__20250315T024103Z.mseed,FN,RNF ,0,0,0,0,2025-03-15 02:40:07.330000,0.011,,,2025-03-15 02:40:03,2025-03-15 02:41:03
RNF/FN.RNF..HHE__20250315T024003Z__20250315T024103Z.mseed,FN,RNF ,0,0,0,0,2025-03-15 02:41:14.250000,0.048,,,2025-03-15 02:40:03,2025-03-15 02:41:03
KIF/HE.KIF..HHZ__20250316T030159Z__20250316T030259Z.mseed,HE,KIF ,0,0,0,0,2025-03-16 03:02:04.830000,0.897,2025-03-16 03:02:19.620000,0.806,2025-03-16 03:01:59,2025-03-16 03:02:59
HEF/HE.HEF..HHE__20250316T030205Z__20250316T030305Z.mseed,HE,HEF ,0,0,0,0,2025-03-16 03:02:10.190000,0.917,2025-03-16 03:02:28.020000,0.37,2025-03-16 03:02:05,2025-03-16 03:03:05
KLF/FN.KLF..HHZ__20250316T030209Z__20250316T030309Z.mseed,FN,KLF ,0,0,0,0,2025-03-16 03:02:14.100000,0.824,2025-03-16 03:02:35.620000,0.442,2025-03-16 03:02:09,2025-03-16 03:03:09
SGF/FN.SGF..HHE__20250316T030254Z__20250316T030354Z.mseed,FN,SGF ,0,0,0,0,2025-03-16 03:02:59.030000,0.045,,,2025-03-16 03:02:54,2025-03-16 03:03:54
HEF/HE.HEF..HHZ__20250317T083749Z__20250317T083849Z.mseed,HE,HEF ,0,0,0,0,2025-03-17 08:37:54.210000,0.964,2025-03-17 08:37:57.040000,0.88,2025-03-17 08:37:49,2025-03-17 08:38:49
KLF/FN.KLF..HHE__20250317T083807Z__20250317T083907Z.mseed,FN,KLF ,0,0,0,0,2025-03-17 08:38:12.070000,0.83,2025-03-17 08:38:28.070000,0.276,2025-03-17 08:38:07,2025-03-17 08:39:07
SGF/FN.SGF..HHZ__20250317T083813Z__20250317T083913Z.mseed,FN,SGF ,0,0,0,0,2025-03-17 08:38:18.970000,0.581,2025-03-17 08:38:40.370000,0.238,2025-03-17 08:38:13,2025-03-17 08:39:13
KMNF/FN.KMNF..HHN__20250317T083813Z__20250317T083913Z.mseed,FN,KMNF,0,0,0,0,2025-03-17 08:38:18.700000,0.851,2025-03-17 08:38:38.050000,0.257,2025-03-17 08:38:13,2025-03-17 08:39:13
RAJF/FN.RAJF..HHN__20250317T083818Z__20250317T083918Z.mseed,FN,RAJF,0,0,0,0,2025-03-17 08:38:22.830000,0.294,2025-03-17 08:38:48,0.097,2025-03-17 08:38:18,2025-03-17 08:39:18
KEV/HE.KEV..HHN__20250317T083819Z__20250317T083919Z.mseed,HE,KEV ,0,0,0,0,2025-03-17 08:38:24.030000,0.566,,,2025-03-17 08:38:19,2025-03-17 08:39:19
VRF/HE.VRF..HHN__20250317T083900Z__20250317T084000Z.mseed,HE,VRF ,0,0,0,0,2025-03-17 08:39:04.750000,0.566,,,2025-03-17 08:39:00,2025-03-17 08:40:00
AAL/UP.AAL..HHE__20250320T013343Z__20250320T013443Z.mseed,UP,AAL ,0,0,0,0,2025-03-20 01:33:48.360000,0.926,2025-03-20 01:33:52.910000,0.871,2025-03-20 01:33:43,2025-03-20 01:34:43
RAF/HE.RAF..HHN__20250320T013353Z__20250320T013453Z.mseed,HE,RAF ,0,0,0,0,2025-03-20 01:33:57.370000,0.477,2025-03-20 01:34:10.680000,0.255,2025-03-20 01:33:53,2025-03-20 01:34:53
TVF/HE.TVF..HHZ__20250320T013403Z__20250320T013503Z.mseed,HE,TVF ,0,0,0,0,2025-03-20 01:34:08.260000,0.201,,,2025-03-20 01:34:03,2025-03-20 01:35:03
KPF/HE.KPF..HHN__20250320T013406Z__20250320T013506Z.mseed,HE,KPF ,0,0,0,0,2025-03-20 01:34:12.780000,0.683,2025-03-20 01:34:36.610000,0.048,2025-03-20 01:34:06,2025-03-20 01:35:06
MEF/HE.MEF..HHN__20250320T013435Z__20250320T013535Z.mseed,HE,MEF ,0,0,0,0,2025-03-20 01:34:40,0.507,,,2025-03-20 01:34:35,2025-03-20 01:35:35
OBF3/HE.OBF3..HHE__20250323T132853Z__20250323T132953Z.mseed,HE,OBF3,0,0,0,0,2025-03-23 13:28:58.916000,0.794,2025-03-23 13:29:13.456000,0.767,2025-03-23 13:28:53,2025-03-23 13:29:53
OBF0/HE.OBF0..HHN__20250323T132856Z__20250323T132956Z.mseed,HE,OBF0,0,0,0,0,2025-03-23 13:29:01.620000,0.813,2025-03-23 13:29:17.620000,0.621,2025-03-23 13:28:56,2025-03-23 13:29:56
OUL/FN.OUL..HHN__20250323T132858Z__20250323T132958Z.mseed,FN,OUL ,0,0,0,0,2025-03-23 13:29:03.590000,0.895,2025-03-23 13:29:21.020000,0.138,2025-03-23 13:28:58,2025-03-23 13:29:58
OUF/HE.OUF..HHE__20250323T132900Z__20250323T133000Z.mseed,HE,OUF ,0,0,0,0,2025-03-23 13:29:05.080000,0.823,2025-03-23 13:29:24.270000,0.51,2025-03-23 13:29:00,2025-03-23 13:30:00
RANF/FN.RANF..HHZ__20250323T132903Z__20250323T133003Z.mseed,FN,RANF,0,0,0,0,2025-03-23 13:29:08.950000,0.886,2025-03-23 13:29:30.840000,0.194,2025-03-23 13:29:03,2025-03-23 13:30:03
KLF/FN.KLF..HHE__20250323T132905Z__20250323T133005Z.mseed,FN,KLF ,0,0,0,0,2025-03-23 13:29:10.150000,0.635,2025-03-23 13:29:32.270000,0.2,2025-03-23 13:29:05,2025-03-23 13:30:05
AAL/UP.AAL..HHZ__20250326T050629Z__20250326T050729Z.mseed,UP,AAL ,0,0,0,0,2025-03-26 05:06:34.570000,0.952,2025-03-26 05:06:41.920000,0.831,2025-03-26 05:06:29,2025-03-26 05:07:29
RAF/HE.RAF..HHE__20250326T050646Z__20250326T050746Z.mseed,HE,RAF ,0,0,0,0,2025-03-26 05:06:51.770000,0.897,2025-03-26 05:07:11.760000,0.606,2025-03-26 05:06:46,2025-03-26 05:07:46
TVF/HE.TVF..HHN__20250326T050646Z__20250326T050746Z.mseed,HE,TVF ,0,0,0,0,2025-03-26 05:06:51.100000,0.68,2025-03-26 05:07:14.200000,0.36,2025-03-26 05:06:46,2025-03-26 05:07:46
MEF/HE.MEF..HHN__20250326T050656Z__20250326T050756Z.mseed,HE,MEF ,0,0,0,0,2025-03-26 05:07:01.530000,0.752,2025-03-26 05:07:29.030000,0.392,2025-03-26 05:06:56,2025-03-26 05:07:56
HEL5/HE.HEL5..HHN__20250326T050659Z__20250326T050759Z.mseed,HE,HEL5,0,0,0,0,2025-03-26 05:07:03.132000,0.782,,,2025-03-26 05:06:59,2025-03-26 05:07:59
KPF/HE.KPF..HHN__20250326T050700Z__20250326T050800Z.mseed,HE,KPF ,0,0,0,0,2025-03-26 05:07:05.338000,0.676,2025-03-26 05:07:36.028000,0.731,2025-03-26 05:07:00,2025-03-26 05:08:00
NUR/HE.NUR..HHN__20250326T050729Z__20250326T050829Z.mseed,HE,NUR ,0,0,0,0,2025-03-26 05:07:33.048000,0.554,2025-03-26 05:07:35.398000,0.549,2025-03-26 05:07:29,2025-03-26 05:08:29
LAUT/HE.LAUT..HHZ__20250326T050729Z__20250326T050829Z.mseed,HE,LAUT,0,0,0,0,2025-03-26 05:07:33.496000,0.661,2025-03-26 05:07:34.796000,0.667,2025-03-26 05:07:29,2025-03-26 05:08:29
HEL1/HE.HEL1..HHN__20250326T050730Z__20250326T050830Z.mseed,HE,HEL1,0,0,0,0,2025-03-26 05:07:34.056000,0.287,2025-03-26 05:07:36.276000,0.126,2025-03-26 05:07:30,2025-03-26 05:08:30
KPF/HE.KPF..HHE__20250327T063452Z__20250327T063552Z.mseed,HE,KPF ,0,0,0,0,2025-03-27 06:34:56.346000,0.299,,,2025-03-27 06:34:52,2025-03-27 06:35:52
KPF/HE.KPF..HHE__20250327T063452Z__20250327T063552Z.mseed,HE,KPF ,0,0,0,0,2025-03-27 06:36:02.416000,0.002,,,2025-03-27 06:34:52,2025-03-27 06:35:52
VAF/HE.VAF..HHZ__20250327T063458Z__20250327T063558Z.mseed,HE,VAF ,0,0,0,0,2025-03-27 06:35:02.360000,0.539,,,2025-03-27 06:34:58,2025-03-27 06:35:58
RAF/HE.RAF..HHN__20250327T063501Z__20250327T063601Z.mseed,HE,RAF ,0,0,0,0,2025-03-27 06:35:05.210000,0.002,,,2025-03-27 06:35:01,2025-03-27 06:36:01
OBF8/HE.OBF8..HHZ__20250330T131416Z__20250330T131516Z.mseed,HE,OBF8,0,0,0,0,2025-03-30 13:14:21.056000,0.596,,,2025-03-30 13:14:16,2025-03-30 13:15:16
VAF/HE.VAF..HHN__20250330T131421Z__20250330T131521Z.mseed,HE,VAF ,0,0,0,0,2025-03-30 13:14:26.430000,0.818,2025-03-30 13:14:47.380000,0.567,2025-03-30 13:14:21,2025-03-30 13:15:21
OBF0/HE.OBF0..HHE__20250330T131422Z__20250330T131522Z.mseed,HE,OBF0,0,0,0,0,2025-03-30 13:14:27.012000,0.743,2025-03-30 13:14:47.902000,0.703,2025-03-30 13:14:22,2025-03-30 13:15:22
