file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability,start_dt,end_dt,source_file
LOVF/HE.LOVF..CHE__20250102T091710Z__20250102T091810Z.mseed,HE,LOVF,0,0,0,0,2025-01-02 09:17:15.786000,0.919,2025-01-02 09:17:18.996000,0.775,2025-01-02 09:17:10.000000,2025-01-02 09:18:10.000000,eqcct_explosions_th0_1/20250102T091710Z_20250102T091810Z/LOVF_outputs/X_prediction_results.csv
VJF/HE.VJF..HHN__20250102T091713Z__20250102T091813Z.mseed,HE,VJF,0,0,0,0,2025-01-02 09:17:18.754000,0.823,2025-01-02 09:17:26.524000,0.25,2025-01-02 09:17:13.000000,2025-01-02 09:18:13.000000,eqcct_explosions_th0_1/20250102T091713Z_20250102T091813Z/VJF_outputs/X_prediction_results.csv
KY17/HE.KY17..CHN__20250102T091714Z__20250102T091814Z.mseed,HE,KY17,0,0,0,0,2025-01-02 09:17:19.496000,0.827,2025-01-02 09:17:25.426000,0.817,2025-01-02 09:17:14.000000,2025-01-02 09:18:14.000000,eqcct_explosions_th0_1/20250102T091714Z_20250102T091814Z/KY17_outputs/X_prediction_results.csv
KY02/HE.KY02..CHE__20250102T091714Z__20250102T091814Z.mseed,HE,KY02,0,0,0,0,2025-01-02 09:17:19.488000,0.965,2025-01-02 09:17:25.428000,0.761,2025-01-02 09:17:14.000000,2025-01-02 09:18:14.000000,eqcct_explosions_th0_1/20250102T091714Z_20250102T091814Z/KY02_outputs/X_prediction_results.csv
PVF/HE.PVF..CHN__20250102T091714Z__20250102T091814Z.mseed,HE,PVF,0,0,0,0,2025-01-02 09:17:19.344000,0.777,2025-01-02 09:17:25.254000,0.64,2025-01-02 09:17:14.000000,2025-01-02 09:18:14.000000,eqcct_explosions_th0_1/20250102T091714Z_20250102T091814Z/PVF_outputs/X_prediction_results.csv
VUOS/HE.VUOS..HHE__20250102T091721Z__20250102T091821Z.mseed,HE,VUOS,0,0,0,0,2025-01-02 09:17:26.728000,0.807,,,2025-01-02 09:17:21.000000,2025-01-02 09:18:21.000000,eqcct_explosions_th0_1/20250102T091721Z_20250102T091821Z/VUOS_outputs/X_prediction_results.csv
KUNI/HE.KUNI..HHN__20250102T091723Z__20250102T091823Z.mseed,HE,KUNI,0,0,0,0,2025-01-02 09:17:28.252000,0.604,2025-01-02 09:17:41.402000,0.242,2025-01-02 09:17:23.000000,2025-01-02 09:18:23.000000,eqcct_explosions_th0_1/20250102T091723Z_20250102T091823Z/KUNI_outputs/X_prediction_results.csv
FIA0/HE.FIA0..HHE__20250102T091723Z__20250102T091823Z.mseed,HE,FIA0,0,0,0,0,2025-01-02 09:17:28.960000,0.771,2025-01-02 09:17:42.460000,0.442,2025-01-02 09:17:23.000000,2025-01-02 09:18:23.000000,eqcct_explosions_th0_1/20250102T091723Z_20250102T091823Z/FIA0_outputs/X_prediction_results.csv
FIA1/HE.FIA1..HHZ__20250102T091723Z__20250102T091823Z.mseed,HE,FIA1,0,0,0,0,2025-01-02 09:17:28.950000,0.886,2025-01-02 09:17:42.470000,0.436,2025-01-02 09:17:23.000000,2025-01-02 09:18:23.000000,eqcct_explosions_th0_1/20250102T091723Z_20250102T091823Z/FIA1_outputs/X_prediction_results.csv
NUR/HE.NUR..HHE__20250102T091724Z__20250102T091824Z.mseed,HE,NUR,0,0,0,0,2025-01-02 09:17:29.876000,0.583,2025-01-02 09:17:50.106000,0.269,2025-01-02 09:17:24.000000,2025-01-02 09:18:24.000000,eqcct_explosions_th0_1/20250102T091724Z_20250102T091824Z/NUR_outputs/X_prediction_results.csv
HEL5/HE.HEL5..HHE__20250102T091725Z__20250102T091825Z.mseed,HE,HEL5,0,0,0,0,2025-01-02 09:17:29.572000,0.457,,,2025-01-02 09:17:25.000000,2025-01-02 09:18:25.000000,eqcct_explosions_th0_1/20250102T091725Z_20250102T091825Z/HEL5_outputs/X_prediction_results.csv
MEF/HE.MEF..HHN__20250102T091728Z__20250102T091828Z.mseed,HE,MEF,0,0,0,0,2025-01-02 09:17:33.130000,0.712,2025-01-02 09:17:49.280000,0.38,2025-01-02 09:17:28.000000,2025-01-02 09:18:28.000000,eqcct_explosions_th0_1/20250102T091728Z_20250102T091828Z/MEF_outputs/X_prediction_results.csv
RUF/HE.RUF..HHN__20250102T091731Z__20250102T091831Z.mseed,HE,RUF,0,0,0,0,2025-01-02 09:17:35.912000,0.781,2025-01-02 09:17:57.692000,0.367,2025-01-02 09:17:31.000000,2025-01-02 09:18:31.000000,eqcct_explosions_th0_1/20250102T091731Z_20250102T091831Z/RUF_outputs/X_prediction_results.csv
TRE03/HE.TRE03..CHZ__20250102T091735Z__20250102T091835Z.mseed,HE,TRE03,0,0,0,0,2025-01-02 09:17:40.552000,0.549,2025-01-02 09:18:03.012000,0.387,2025-01-02 09:17:35.000000,2025-01-02 09:18:35.000000,eqcct_explosions_th0_1/20250102T091735Z_20250102T091835Z/TRE03_outputs/X_prediction_results.csv
KAF/HE.KAF..HHE__20250102T091735Z__20250102T091835Z.mseed,HE,KAF,0,0,0,0,2025-01-02 09:17:40.060000,0.729,2025-01-02 09:18:01.990000,0.456,2025-01-02 09:17:35.000000,2025-01-02 09:18:35.000000,eqcct_explosions_th0_1/20250102T091735Z_20250102T091835Z/KAF_outputs/X_prediction_results.csv
KEF/HE.KEF..HHE__20250102T091804Z__20250102T091904Z.mseed,HE,KEF,0,0,0,0,2025-01-02 09:18:08.570000,0.177,2025-01-02 09:18:11.850000,0.302,2025-01-02 09:18:04.000000,2025-01-02 09:19:04.000000,eqcct_explosions_th0_1/20250102T091804Z_20250102T091904Z/KEF_outputs/X_prediction_results.csv
OBF3/HE.OBF3..HHN__20250102T115129Z__20250102T115229Z.mseed,HE,OBF3,0,0,0,0,2025-01-02 11:51:34.520000,0.784,2025-01-02 11:51:37.120000,0.418,2025-01-02 11:51:29.000000,2025-01-02 11:52:29.000000,eqcct_explosions_th0_1/20250102T115129Z_20250102T115229Z/OBF3_outputs/X_prediction_results.csv
OUF/HE.OUF..HHZ__20250102T115133Z__20250102T115233Z.mseed,HE,OUF,0,0,0,0,2025-01-02 11:51:38.780000,0.829,2025-01-02 11:51:43.410000,0.322,2025-01-02 11:51:33.000000,2025-01-02 11:52:33.000000,eqcct_explosions_th0_1/20250102T115133Z_20250102T115233Z/OUF_outputs/X_prediction_results.csv
OBF0/HE.OBF0..SHE__20250102T115133Z__20250102T115233Z.mseed,HE,OBF0,0,0,0,0,2025-01-02 11:51:38.110000,0.843,2025-01-02 11:51:42.350000,0.57,2025-01-02 11:51:33.000000,2025-01-02 11:52:33.000000,eqcct_explosions_th0_1/20250102T115133Z_20250102T115233Z/OBF0_outputs/X_prediction_results.csv
OBF8/HE.OBF8..HHE__20250102T115140Z__20250102T115240Z.mseed,HE,OBF8,0,0,0,0,2025-01-02 11:51:45.080000,0.913,,,2025-01-02 11:51:40.000000,2025-01-02 11:52:40.000000,eqcct_explosions_th0_1/20250102T115140Z_20250102T115240Z/OBF8_outputs/X_prediction_results.csv
KJNF/HE.KJNF..CHZ__20250102T115152Z__20250102T115252Z.mseed,HE,KJNF,0,0,0,0,2025-01-02 11:51:57.080000,0.853,2025-01-02 11:52:15.200000,0.453,2025-01-02 11:51:52.000000,2025-01-02 11:52:52.000000,eqcct_explosions_th0_1/20250102T115152Z_20250102T115252Z/KJNF_outputs/X_prediction_results.csv
TOF/HE.TOF..HHZ__20250102T115152Z__20250102T115252Z.mseed,HE,TOF,0,0,0,0,2025-01-02 11:51:57.980000,0.883,2025-01-02 11:52:16.930000,0.316,2025-01-02 11:51:52.000000,2025-01-02 11:52:52.000000,eqcct_explosions_th0_1/20250102T115152Z_20250102T115252Z/TOF_outputs/X_prediction_results.csv
RANF/FN.RANF..BHN__20250102T115156Z__20250102T115256Z.mseed,FN,RANF,0,0,0,0,2025-01-02 11:52:00.100000,0.811,2025-01-02 11:52:21.250000,0.201,2025-01-02 11:51:56.000000,2025-01-02 11:52:56.000000,eqcct_explosions_th0_1/20250102T115156Z_20250102T115256Z/RANF_outputs/X_prediction_results.csv
KU2/HE.KU2..SHE__20250102T115159Z__20250102T115259Z.mseed,HE,KU2,0,0,0,0,2025-01-02 11:52:04.680000,0.644,2025-01-02 11:52:27.710000,0.138,2025-01-02 11:51:59.000000,2025-01-02 11:52:59.000000,eqcct_explosions_th0_1/20250102T115159Z_20250102T115259Z/KU2_outputs/X_prediction_results.csv
NIF/HE.NIF..HHN__20250102T115201Z__20250102T115301Z.mseed,HE,NIF,0,0,0,0,2025-01-02 11:52:06.380000,0.886,2025-01-02 11:52:31.640000,0.472,2025-01-02 11:52:01.000000,2025-01-02 11:53:01.000000,eqcct_explosions_th0_1/20250102T115201Z_20250102T115301Z/NIF_outputs/X_prediction_results.csv
VAF/HE.VAF..HHN__20250102T115202Z__20250102T115302Z.mseed,HE,VAF,0,0,0,0,2025-01-02 11:52:07.180000,0.862,2025-01-02 11:52:32.440000,0.625,2025-01-02 11:52:02.000000,2025-01-02 11:53:02.000000,eqcct_explosions_th0_1/20250102T115202Z_20250102T115302Z/VAF_outputs/X_prediction_results.csv
SUF/HE.SUF..HHZ__20250102T115204Z__20250102T115304Z.mseed,HE,SUF,0,0,0,0,2025-01-02 11:52:09.980000,0.665,2025-01-02 11:52:38.280000,0.513,2025-01-02 11:52:04.000000,2025-01-02 11:53:04.000000,eqcct_explosions_th0_1/20250102T115204Z_20250102T115304Z/SUF_outputs/X_prediction_results.csv
KU1/HE.KU1..SHE__20250102T115206Z__20250102T115306Z.mseed,HE,KU1,0,0,0,0,2025-01-02 11:52:11.580000,0.77,2025-01-02 11:52:39.990000,0.342,2025-01-02 11:52:06.000000,2025-01-02 11:53:06.000000,eqcct_explosions_th0_1/20250102T115206Z_20250102T115306Z/KU1_outputs/X_prediction_results.csv
RMF/HE.RMF..HHN__20250102T115208Z__20250102T115308Z.mseed,HE,RMF,0,0,0,0,2025-01-02 11:52:12.380000,0.886,2025-01-02 11:52:43.300000,0.456,2025-01-02 11:52:08.000000,2025-01-02 11:53:08.000000,eqcct_explosions_th0_1/20250102T115208Z_20250102T115308Z/RMF_outputs/X_prediction_results.csv
KU6/HE.KU6..HHN__20250102T115211Z__20250102T115311Z.mseed,HE,KU6,0,0,0,0,2025-01-02 11:52:15.880000,0.756,,,2025-01-02 11:52:11.000000,2025-01-02 11:53:11.000000,eqcct_explosions_th0_1/20250102T115211Z_20250102T115311Z/KU6_outputs/X_prediction_results.csv
KLF/FN.KLF..BHE__20250102T115211Z__20250102T115311Z.mseed,FN,KLF,0,0,0,0,2025-01-02 11:52:15.200000,0.681,2025-01-02 11:52:48.830000,0.293,2025-01-02 11:52:11.000000,2025-01-02 11:53:11.000000,eqcct_explosions_th0_1/20250102T115211Z_20250102T115311Z/KLF_outputs/X_prediction_results.csv
KAF/HE.KAF..HHZ__20250102T115214Z__20250102T115314Z.mseed,HE,KAF,0,0,0,0,2025-01-02 11:52:19.480000,0.712,2025-01-02 11:52:54.480000,0.357,2025-01-02 11:52:14.000000,2025-01-02 11:53:14.000000,eqcct_explosions_th0_1/20250102T115214Z_20250102T115314Z/KAF_outputs/X_prediction_results.csv
KPF/HE.KPF..HHZ__20250102T115219Z__20250102T115319Z.mseed,HE,KPF,0,0,0,0,2025-01-02 11:52:23.780000,0.743,,,2025-01-02 11:52:19.000000,2025-01-02 11:53:19.000000,eqcct_explosions_th0_1/20250102T115219Z_20250102T115319Z/KPF_outputs/X_prediction_results.csv
OLKF/FN.OLKF..HHN__20250102T115244Z__20250102T115344Z.mseed,FN,OLKF,0,0,0,0,2025-01-02 11:52:48.100000,0.26,,,2025-01-02 11:52:44.000000,2025-01-02 11:53:44.000000,eqcct_explosions_th0_1/20250102T115244Z_20250102T115344Z/OLKF_outputs/X_prediction_results.csv
KEF/HE.KEF..HHN__20250102T115245Z__20250102T115345Z.mseed,HE,KEF,0,0,0,0,2025-01-02 11:52:50.520000,0.141,,,2025-01-02 11:52:45.000000,2025-01-02 11:53:45.000000,eqcct_explosions_th0_1/20250102T115245Z_20250102T115345Z/KEF_outputs/X_prediction_results.csv
JOF/HE.JOF..HHN__20250102T115310Z__20250102T115410Z.mseed,HE,JOF,0,0,0,0,2025-01-02 11:53:14.190000,0.296,,,2025-01-02 11:53:10.000000,2025-01-02 11:54:10.000000,eqcct_explosions_th0_1/20250102T115310Z_20250102T115410Z/JOF_outputs/X_prediction_results.csv
VRF/HE.VRF..HHN__20250102T123941Z__20250102T124041Z.mseed,HE,VRF,0,0,0,0,2025-01-02 12:39:46.440000,0.85,2025-01-02 12:39:52.500000,0.265,2025-01-02 12:39:41.000000,2025-01-02 12:40:41.000000,eqcct_explosions_th0_1/20250102T123941Z_20250102T124041Z/VRF_outputs/X_prediction_results.csv
RAJF/FN.RAJF..BHE__20250102T123956Z__20250102T124056Z.mseed,FN,RAJF,0,0,0,0,2025-01-02 12:40:01.690000,0.666,2025-01-02 12:40:17.900000,0.661,2025-01-02 12:39:56.000000,2025-01-02 12:40:56.000000,eqcct_explosions_th0_1/20250102T123956Z_20250102T124056Z/RAJF_outputs/X_prediction_results.csv
OLKF/FN.OLKF..HHN__20250102T123958Z__20250102T124058Z.mseed,FN,OLKF,0,0,0,0,2025-01-02 12:40:03.800000,0.754,2025-01-02 12:40:21.410000,0.492,2025-01-02 12:39:58.000000,2025-01-02 12:40:58.000000,eqcct_explosions_th0_1/20250102T123958Z_20250102T124058Z/OLKF_outputs/X_prediction_results.csv
KU6/HE.KU6..HHZ__20250102T124003Z__20250102T124103Z.mseed,HE,KU6,0,0,0,0,2025-01-02 12:40:08.080000,0.802,2025-01-02 12:40:28.800000,0.245,2025-01-02 12:40:03.000000,2025-01-02 12:41:03.000000,eqcct_explosions_th0_1/20250102T124003Z_20250102T124103Z/KU6_outputs/X_prediction_results.csv
KU2/HE.KU2..SHZ__20250102T124011Z__20250102T124111Z.mseed,HE,KU2,0,0,0,0,2025-01-02 12:40:16.950000,0.239,,,2025-01-02 12:40:11.000000,2025-01-02 12:41:11.000000,eqcct_explosions_th0_1/20250102T124011Z_20250102T124111Z/KU2_outputs/X_prediction_results.csv
KU1/HE.KU1..SHE__20250102T124011Z__20250102T124111Z.mseed,HE,KU1,0,0,0,0,2025-01-02 12:40:16.580000,0.645,,,2025-01-02 12:40:11.000000,2025-01-02 12:41:11.000000,eqcct_explosions_th0_1/20250102T124011Z_20250102T124111Z/KU1_outputs/X_prediction_results.csv
RANF/FN.RANF..HHN__20250102T124012Z__20250102T124112Z.mseed,FN,RANF,0,0,0,0,2025-01-02 12:40:16.750000,0.717,2025-01-02 12:40:45.240000,0.27,2025-01-02 12:40:12.000000,2025-01-02 12:41:12.000000,eqcct_explosions_th0_1/20250102T124012Z_20250102T124112Z/RANF_outputs/X_prediction_results.csv
KLF/FN.KLF..HHZ__20250102T124016Z__20250102T124116Z.mseed,FN,KLF,0,0,0,0,2025-01-02 12:40:22.010000,0.646,2025-01-02 12:40:57.000000,0.292,2025-01-02 12:40:16.000000,2025-01-02 12:41:16.000000,eqcct_explosions_th0_1/20250102T124016Z_20250102T124116Z/KLF_outputs/X_prediction_results.csv
KEV/HE.KEV..HHN__20250102T124018Z__20250102T124118Z.mseed,HE,KEV,0,0,0,0,2025-01-02 12:40:23.020000,0.621,,,2025-01-02 12:40:18.000000,2025-01-02 12:41:18.000000,eqcct_explosions_th0_1/20250102T124018Z_20250102T124118Z/KEV_outputs/X_prediction_results.csv
HEF/HE.HEF..HHN__20250102T124019Z__20250102T124119Z.mseed,HE,HEF,0,0,0,0,2025-01-02 12:40:24.580000,0.728,2025-01-02 12:41:02.040000,0.739,2025-01-02 12:40:19.000000,2025-01-02 12:41:19.000000,eqcct_explosions_th0_1/20250102T124019Z_20250102T124119Z/HEF_outputs/X_prediction_results.csv
TOF/HE.TOF..HHE__20250102T124021Z__20250102T124121Z.mseed,HE,TOF,0,0,0,0,2025-01-02 12:40:25.380000,0.526,,,2025-01-02 12:40:21.000000,2025-01-02 12:41:21.000000,eqcct_explosions_th0_1/20250102T124021Z_20250102T124121Z/TOF_outputs/X_prediction_results.csv
RMF/HE.RMF..HHZ__20250102T124028Z__20250102T124128Z.mseed,HE,RMF,0,0,0,0,2025-01-02 12:40:32.880000,0.55,,,2025-01-02 12:40:28.000000,2025-01-02 12:41:28.000000,eqcct_explosions_th0_1/20250102T124028Z_20250102T124128Z/RMF_outputs/X_prediction_results.csv
KLF/FN.KLF..HHZ__20250102T231247Z__20250102T231347Z.mseed,FN,KLF,0,0,0,0,2025-01-02 23:12:51.800000,0.715,2025-01-02 23:13:09.750000,0.313,2025-01-02 23:12:47.000000,2025-01-02 23:13:47.000000,eqcct_explosions_th0_1/20250102T231247Z_20250102T231347Z/KLF_outputs/X_prediction_results.csv
HEF/HE.HEF..HHN__20250102T231254Z__20250102T231354Z.mseed,HE,HEF,0,0,0,0,2025-01-02 23:12:59.280000,0.791,2025-01-02 23:13:20.870000,0.224,2025-01-02 23:12:54.000000,2025-01-02 23:13:54.000000,eqcct_explosions_th0_1/20250102T231254Z_20250102T231354Z/HEF_outputs/X_prediction_results.csv
TOF/HE.TOF..HHE__20250102T231257Z__20250102T231357Z.mseed,HE,TOF,0,0,0,0,2025-01-02 23:13:01.760000,0.787,2025-01-02 23:13:27.390000,0.238,2025-01-02 23:12:57.000000,2025-01-02 23:13:57.000000,eqcct_explosions_th0_1/20250102T231257Z_20250102T231357Z/TOF_outputs/X_prediction_results.csv
KIF/HE.KIF..HHN__20250102T231257Z__20250102T231357Z.mseed,HE,KIF,0,0,0,0,2025-01-02 23:13:02.210000,0.315,2025-01-02 23:13:28.630000,0.163,2025-01-02 23:12:57.000000,2025-01-02 23:13:57.000000,eqcct_explosions_th0_1/20250102T231257Z_20250102T231357Z/KIF_outputs/X_prediction_results.csv
MEF/HE.MEF..HHN__20250103T085255Z__20250103T085355Z.mseed,HE,MEF,0,0,0,0,2025-01-03 08:53:00.680000,0.843,2025-01-03 08:53:02.150000,0.86,2025-01-03 08:52:55.000000,2025-01-03 08:53:55.000000,eqcct_explosions_th0_1/20250103T085255Z_20250103T085355Z/MEF_outputs/X_prediction_results.csv
HEL5/HE.HEL5..HHN__20250103T085255Z__20250103T085355Z.mseed,HE,HEL5,0,0,0,0,2025-01-03 08:53:00.580000,0.958,2025-01-03 08:53:02.050000,0.841,2025-01-03 08:52:55.000000,2025-01-03 08:53:55.000000,eqcct_explosions_th0_1/20250103T085255Z_20250103T085355Z/HEL5_outputs/X_prediction_results.csv
LAUT/HE.LAUT..HHN__20250103T085256Z__20250103T085356Z.mseed,HE,LAUT,0,0,0,0,2025-01-03 08:53:01.810000,0.659,2025-01-03 08:53:03.720000,0.852,2025-01-03 08:52:56.000000,2025-01-03 08:53:56.000000,eqcct_explosions_th0_1/20250103T085256Z_20250103T085356Z/LAUT_outputs/X_prediction_results.csv
HEL1/HE.HEL1..HHZ__20250103T085256Z__20250103T085356Z.mseed,HE,HEL1,0,0,0,0,2025-01-03 08:53:01.912000,0.938,2025-01-03 08:53:04.212000,0.779,2025-01-03 08:52:56.000000,2025-01-03 08:53:56.000000,eqcct_explosions_th0_1/20250103T085256Z_20250103T085356Z/HEL1_outputs/X_prediction_results.csv
KUNI/HE.KUNI..HHN__20250103T085257Z__20250103T085357Z.mseed,HE,KUNI,0,0,0,0,2025-01-03 08:53:02.800000,0.732,2025-01-03 08:53:05.770000,0.823,2025-01-03 08:52:57.000000,2025-01-03 08:53:57.000000,eqcct_explosions_th0_1/20250103T085257Z_20250103T085357Z/KUNI_outputs/X_prediction_results.csv
VUOS/HE.VUOS..HHN__20250103T085259Z__20250103T085359Z.mseed,HE,VUOS,0,0,0,0,2025-01-03 08:53:03.880000,0.791,2025-01-03 08:53:08.240000,0.575,2025-01-03 08:52:59.000000,2025-01-03 08:53:59.000000,eqcct_explosions_th0_1/20250103T085259Z_20250103T085359Z/VUOS_outputs/X_prediction_results.csv
NUR/HE.NUR..HHN__20250103T085300Z__20250103T085400Z.mseed,HE,NUR,0,0,0,0,2025-01-03 08:53:05.540000,0.877,2025-01-03 08:53:11.200000,0.477,2025-01-03 08:53:00.000000,2025-01-03 08:54:00.000000,eqcct_explosions_th0_1/20250103T085300Z_20250103T085400Z/NUR_outputs/X_prediction_results.csv
PVF/HE.PVF..CHE__20250103T085308Z__20250103T085408Z.mseed,HE,PVF,0,0,0,0,2025-01-03 08:53:13.150000,0.768,2025-01-03 08:53:23.590000,0.485,2025-01-03 08:53:08.000000,2025-01-03 08:54:08.000000,eqcct_explosions_th0_1/20250103T085308Z_20250103T085408Z/PVF_outputs/X_prediction_results.csv
NIF/HE.NIF..HHZ__20250103T114127Z__20250103T114227Z.mseed,HE,NIF,0,0,0,0,2025-01-03 11:41:32.410000,0.807,2025-01-03 11:41:36.270000,0.271,2025-01-03 11:41:27.000000,2025-01-03 11:42:27.000000,eqcct_explosions_th0_1/20250103T114127Z_20250103T114227Z/NIF_outputs/X_prediction_results.csv
SUF/HE.SUF..HHZ__20250103T114138Z__20250103T114238Z.mseed,HE,SUF,0,0,0,0,2025-01-03 11:41:43.280000,0.918,2025-01-03 11:41:55.150000,0.354,2025-01-03 11:41:38.000000,2025-01-03 11:42:38.000000,eqcct_explosions_th0_1/20250103T114138Z_20250103T114238Z/SUF_outputs/X_prediction_results.csv
KJNF/HE.KJNF..CHZ__20250103T114143Z__20250103T114243Z.mseed,HE,KJNF,0,0,0,0,2025-01-03 11:41:47.900000,0.871,2025-01-03 11:42:03.450000,0.74,2025-01-03 11:41:43.000000,2025-01-03 11:42:43.000000,eqcct_explosions_th0_1/20250103T114143Z_20250103T114243Z/KJNF_outputs/X_prediction_results.csv
KAF/HE.KAF..HHZ__20250103T114145Z__20250103T114245Z.mseed,HE,KAF,0,0,0,0,2025-01-03 11:41:50.180000,0.902,,,2025-01-03 11:41:45.000000,2025-01-03 11:42:45.000000,eqcct_explosions_th0_1/20250103T114145Z_20250103T114245Z/KAF_outputs/X_prediction_results.csv
RMF/HE.RMF..HHN__20250103T114149Z__20250103T114249Z.mseed,HE,RMF,0,0,0,0,2025-01-03 11:41:54.450000,0.754,,,2025-01-03 11:41:49.000000,2025-01-03 11:42:49.000000,eqcct_explosions_th0_1/20250103T114149Z_20250103T114249Z/RMF_outputs/X_prediction_results.csv
JOF/HE.JOF..HHZ__20250103T114152Z__20250103T114252Z.mseed,HE,JOF,0,0,0,0,2025-01-03 11:41:57.560000,0.932,,,2025-01-03 11:41:52.000000,2025-01-03 11:42:52.000000,eqcct_explosions_th0_1/20250103T114152Z_20250103T114252Z/JOF_outputs/X_prediction_results.csv
KEF/HE.KEF..HHN__20250103T114153Z__20250103T114253Z.mseed,HE,KEF,0,0,0,0,2025-01-03 11:41:58.180000,0.55,,,2025-01-03 11:41:53.000000,2025-01-03 11:42:53.000000,eqcct_explosions_th0_1/20250103T114153Z_20250103T114253Z/KEF_outputs/X_prediction_results.csv
RUF/HE.RUF..HHN__20250103T114155Z__20250103T114255Z.mseed,HE,RUF,0,0,0,0,2025-01-03 11:42:00.180000,0.69,,,2025-01-03 11:41:55.000000,2025-01-03 11:42:55.000000,eqcct_explosions_th0_1/20250103T114155Z_20250103T114255Z/RUF_outputs/X_prediction_results.csv
OUF/HE.OUF..HHN__20250103T114155Z__20250103T114255Z.mseed,HE,OUF,0,0,0,0,2025-01-03 11:42:00.580000,0.886,2025-01-03 11:42:25.500000,0.191,2025-01-03 11:41:55.000000,2025-01-03 11:42:55.000000,eqcct_explosions_th0_1/20250103T114155Z_20250103T114255Z/OUF_outputs/X_prediction_results.csv
FIA0/HE.FIA0..HHE__20250103T114156Z__20250103T114256Z.mseed,HE,FIA0,0,0,0,0,2025-01-03 11:42:01.900000,0.705,2025-01-03 11:42:27.510000,0.249,2025-01-03 11:41:56.000000,2025-01-03 11:42:56.000000,eqcct_explosions_th0_1/20250103T114156Z_20250103T114256Z/FIA0_outputs/X_prediction_results.csv
OBF0/HE.OBF0..HHN__20250103T114200Z__20250103T114300Z.mseed,HE,OBF0,0,0,0,0,2025-01-03 11:42:05.080000,0.747,,,2025-01-03 11:42:00.000000,2025-01-03 11:43:00.000000,eqcct_explosions_th0_1/20250103T114200Z_20250103T114300Z/OBF0_outputs/X_prediction_results.csv
OBF3/HE.OBF3..HHE__20250103T114201Z__20250103T114301Z.mseed,HE,OBF3,0,0,0,0,2025-01-03 11:42:06.380000,0.731,2025-01-03 11:42:35.870000,0.191,2025-01-03 11:42:01.000000,2025-01-03 11:43:01.000000,eqcct_explosions_th0_1/20250103T114201Z_20250103T114301Z/OBF3_outputs/X_prediction_results.csv
KY17/HE.KY17..CHZ__20250103T114202Z__20250103T114302Z.mseed,HE,KY17,0,0,0,0,2025-01-03 11:42:07.780000,0.708,,,2025-01-03 11:42:02.000000,2025-01-03 11:43:02.000000,eqcct_explosions_th0_1/20250103T114202Z_20250103T114302Z/KY17_outputs/X_prediction_results.csv
OBF8/HE.OBF8..HHE__20250103T114203Z__20250103T114303Z.mseed,HE,OBF8,0,0,0,0,2025-01-03 11:42:08.340000,0.688,,,2025-01-03 11:42:03.000000,2025-01-03 11:43:03.000000,eqcct_explosions_th0_1/20250103T114203Z_20250103T114303Z/OBF8_outputs/X_prediction_results.csv
VAF/HE.VAF..HHN__20250103T114203Z__20250103T114303Z.mseed,HE,VAF,0,0,0,0,2025-01-03 11:42:08.960000,0.796,2025-01-03 11:42:39.200000,0.119,2025-01-03 11:42:03.000000,2025-01-03 11:43:03.000000,eqcct_explosions_th0_1/20250103T114203Z_20250103T114303Z/VAF_outputs/X_prediction_results.csv
TRE03/HE.TRE03..CHE__20250103T114203Z__20250103T114303Z.mseed,HE,TRE03,0,0,0,0,2025-01-03 11:42:08.280000,0.67,,,2025-01-03 11:42:03.000000,2025-01-03 11:43:03.000000,eqcct_explosions_th0_1/20250103T114203Z_20250103T114303Z/TRE03_outputs/X_prediction_results.csv
KU1/HE.KU1..SHN__20250103T114207Z__20250103T114307Z.mseed,HE,KU1,0,0,0,0,2025-01-03 11:42:12.240000,0.54,,,2025-01-03 11:42:07.000000,2025-01-03 11:43:07.000000,eqcct_explosions_th0_1/20250103T114207Z_20250103T114307Z/KU1_outputs/X_prediction_results.csv
VJF/HE.VJF..HHN__20250103T114207Z__20250103T114307Z.mseed,HE,VJF,0,0,0,0,2025-01-03 11:42:12.580000,0.601,,,2025-01-03 11:42:07.000000,2025-01-03 11:43:07.000000,eqcct_explosions_th0_1/20250103T114207Z_20250103T114307Z/VJF_outputs/X_prediction_results.csv
PVF/HE.PVF..CHE__20250103T114211Z__20250103T114311Z.mseed,HE,PVF,0,0,0,0,2025-01-03 11:42:15.980000,0.62,,,2025-01-03 11:42:11.000000,2025-01-03 11:43:11.000000,eqcct_explosions_th0_1/20250103T114211Z_20250103T114311Z/PVF_outputs/X_prediction_results.csv
RANF/FN.RANF..BHN__20250103T114212Z__20250103T114312Z.mseed,FN,RANF,0,0,0,0,2025-01-03 11:42:17.100000,0.316,,,2025-01-03 11:42:12.000000,2025-01-03 11:43:12.000000,eqcct_explosions_th0_1/20250103T114212Z_20250103T114312Z/RANF_outputs/X_prediction_results.csv
KPF/HE.KPF..HHN__20250103T114212Z__20250103T114312Z.mseed,HE,KPF,0,0,0,0,2025-01-03 11:42:17.880000,0.382,2025-01-03 11:42:55.770000,0.126,2025-01-03 11:42:12.000000,2025-01-03 11:43:12.000000,eqcct_explosions_th0_1/20250103T114212Z_20250103T114312Z/KPF_outputs/X_prediction_results.csv
