file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability,start_dt,end_dt,source_file
KIF,HE,KIF,0,0.0,0.0,0.0,2025-01-02 23:13:02.880,0.456193,2025-01-02 23:13:27.900,0.19587,2025-01-02 23:12:57.000,2025-01-02 23:13:57.000,eqt_explosions_th0_1/20250102T231257Z_20250102T231357Z/KIF_outputs/X_prediction_results.csv
TOF,HE,TOF,0,0.0,0.0,0.0,2025-01-02 23:13:02.770,0.224318,2025-01-02 23:13:27.440,0.409269,2025-01-02 23:12:57.000,2025-01-02 23:13:57.000,eqt_explosions_th0_1/20250102T231257Z_20250102T231357Z/TOF_outputs/X_prediction_results.csv
MEF,HE,MEF,0,0.0,0.0,0.0,2025-01-03 08:53:00.860,0.416023,2025-01-03 08:53:02.160,0.842332,2025-01-03 08:52:55.000,2025-01-03 08:53:55.000,eqt_explosions_th0_1/20250103T085255Z_20250103T085355Z/MEF_outputs/X_prediction_results.csv
HEL5,HE,HEL5,0,0.0,0.0,0.0,2025-01-03 08:53:00.580,0.955715,2025-01-03 08:53:02.050,0.854695,2025-01-03 08:52:55.000,2025-01-03 08:53:55.000,eqt_explosions_th0_1/20250103T085255Z_20250103T085355Z/HEL5_outputs/X_prediction_results.csv
LAUT,HE,LAUT,0,0.0,0.0,0.0,2025-01-03 08:53:01.840,0.643718,2025-01-03 08:53:03.720,0.798871,2025-01-03 08:52:56.000,2025-01-03 08:53:56.000,eqt_explosions_th0_1/20250103T085256Z_20250103T085356Z/LAUT_outputs/X_prediction_results.csv
HEL1,HE,HEL1,0,0.0,0.0,0.0,2025-01-03 08:53:01.912,0.928495,2025-01-03 08:53:04.222,0.827881,2025-01-03 08:52:56.000,2025-01-03 08:53:56.000,eqt_explosions_th0_1/20250103T085256Z_20250103T085356Z/HEL1_outputs/X_prediction_results.csv
KUNI,HE,KUNI,0,0.0,0.0,0.0,2025-01-03 08:53:02.910,0.829068,2025-01-03 08:53:05.720,0.714622,2025-01-03 08:52:57.000,2025-01-03 08:53:57.000,eqt_explosions_th0_1/20250103T085257Z_20250103T085357Z/KUNI_outputs/X_prediction_results.csv
VUOS,HE,VUOS,0,0.0,0.0,0.0,2025-01-03 08:53:04.910,0.112718,2025-01-03 08:53:08.320,0.563448,2025-01-03 08:52:59.000,2025-01-03 08:53:59.000,eqt_explosions_th0_1/20250103T085259Z_20250103T085359Z/VUOS_outputs/X_prediction_results.csv
NUR,HE,NUR,0,0.0,0.0,0.0,2025-01-03 08:53:05.550,0.93133,2025-01-03 08:53:10.880,0.541234,2025-01-03 08:53:00.000,2025-01-03 08:54:00.000,eqt_explosions_th0_1/20250103T085300Z_20250103T085400Z/NUR_outputs/X_prediction_results.csv
NIF,HE,NIF,0,0.0,0.0,0.0,2025-01-03 11:41:32.290,0.913326,2025-01-03 11:41:37.010,0.607879,2025-01-03 11:41:27.000,2025-01-03 11:42:27.000,eqt_explosions_th0_1/20250103T114127Z_20250103T114227Z/NIF_outputs/X_prediction_results.csv
SUF,HE,SUF,0,0.0,0.0,0.0,2025-01-03 11:41:43.280,0.952863,2025-01-03 11:41:55.190,0.31387,2025-01-03 11:41:38.000,2025-01-03 11:42:38.000,eqt_explosions_th0_1/20250103T114138Z_20250103T114238Z/SUF_outputs/X_prediction_results.csv
KJNF,HE,KJNF,0,0.0,0.0,0.0,,,2025-01-03 11:42:03.410,0.433647,2025-01-03 11:41:43.000,2025-01-03 11:42:43.000,eqt_explosions_th0_1/20250103T114143Z_20250103T114243Z/KJNF_outputs/X_prediction_results.csv
KAF,HE,KAF,0,0.0,0.0,0.0,2025-01-03 11:41:50.180,0.952622,,,2025-01-03 11:41:45.000,2025-01-03 11:42:45.000,eqt_explosions_th0_1/20250103T114145Z_20250103T114245Z/KAF_outputs/X_prediction_results.csv
RMF,HE,RMF,0,0.0,0.0,0.0,2025-01-03 11:41:54.490,0.942784,2025-01-03 11:42:13.850,0.165526,2025-01-03 11:41:49.000,2025-01-03 11:42:49.000,eqt_explosions_th0_1/20250103T114149Z_20250103T114249Z/RMF_outputs/X_prediction_results.csv
JOF,HE,JOF,0,0.0,0.0,0.0,2025-01-03 11:41:57.570,0.956238,2025-01-03 11:42:19.560,0.284032,2025-01-03 11:41:52.000,2025-01-03 11:42:52.000,eqt_explosions_th0_1/20250103T114152Z_20250103T114252Z/JOF_outputs/X_prediction_results.csv
KEF,HE,KEF,0,0.0,0.0,0.0,2025-01-03 11:41:58.190,0.846356,2025-01-03 11:42:20.710,0.131785,2025-01-03 11:41:53.000,2025-01-03 11:42:53.000,eqt_explosions_th0_1/20250103T114153Z_20250103T114253Z/KEF_outputs/X_prediction_results.csv
RUF,HE,RUF,0,0.0,0.0,0.0,2025-01-03 11:42:00.180,0.65524,2025-01-03 11:42:24.460,0.216571,2025-01-03 11:41:55.000,2025-01-03 11:42:55.000,eqt_explosions_th0_1/20250103T114155Z_20250103T114255Z/RUF_outputs/X_prediction_results.csv
OUF,HE,OUF,0,0.0,0.0,0.0,2025-01-03 11:42:00.580,0.947816,2025-01-03 11:42:25.640,0.280305,2025-01-03 11:41:55.000,2025-01-03 11:42:55.000,eqt_explosions_th0_1/20250103T114155Z_20250103T114255Z/OUF_outputs/X_prediction_results.csv
FIA0,HE,FIA0,0,0.0,0.0,0.0,2025-01-03 11:42:01.900,0.739413,2025-01-03 11:42:26.960,0.194054,2025-01-03 11:41:56.000,2025-01-03 11:42:56.000,eqt_explosions_th0_1/20250103T114156Z_20250103T114256Z/FIA0_outputs/X_prediction_results.csv
OBF0,HE,OBF0,0,0.0,0.0,0.0,2025-01-03 11:42:05.090,0.859571,2025-01-03 11:42:33.050,0.229763,2025-01-03 11:42:00.000,2025-01-03 11:43:00.000,eqt_explosions_th0_1/20250103T114200Z_20250103T114300Z/OBF0_outputs/X_prediction_results.csv
OBF3,HE,OBF3,0,0.0,0.0,0.0,2025-01-03 11:42:06.380,0.84099,2025-01-03 11:42:36.050,0.25072,2025-01-03 11:42:01.000,2025-01-03 11:43:01.000,eqt_explosions_th0_1/20250103T114201Z_20250103T114301Z/OBF3_outputs/X_prediction_results.csv
KY17,HE,KY17,0,0.0,0.0,0.0,2025-01-03 11:42:07.780,0.908761,,,2025-01-03 11:42:02.000,2025-01-03 11:43:02.000,eqt_explosions_th0_1/20250103T114202Z_20250103T114302Z/KY17_outputs/X_prediction_results.csv
KY17,HE,KY17,0,0.0,0.0,0.0,,,2025-01-03 11:42:39.280,0.168062,2025-01-03 11:42:02.000,2025-01-03 11:43:02.000,eqt_explosions_th0_1/20250103T114202Z_20250103T114302Z/KY17_outputs/X_prediction_results.csv
TRE03,HE,TRE03,0,0.0,0.0,0.0,2025-01-03 11:42:08.290,0.882096,2025-01-03 11:42:37.780,0.184799,2025-01-03 11:42:03.000,2025-01-03 11:43:03.000,eqt_explosions_th0_1/20250103T114203Z_20250103T114303Z/TRE03_outputs/X_prediction_results.csv
VAF,HE,VAF,0,0.0,0.0,0.0,2025-01-03 11:42:08.960,0.921923,,,2025-01-03 11:42:03.000,2025-01-03 11:43:03.000,eqt_explosions_th0_1/20250103T114203Z_20250103T114303Z/VAF_outputs/X_prediction_results.csv
VAF,HE,VAF,0,0.0,0.0,0.0,,,2025-01-03 11:42:39.270,0.301738,2025-01-03 11:42:03.000,2025-01-03 11:43:03.000,eqt_explosions_th0_1/20250103T114203Z_20250103T114303Z/VAF_outputs/X_prediction_results.csv
KU1,HE,KU1,0,0.0,0.0,0.0,2025-01-03 11:42:13.250,0.302265,,,2025-01-03 11:42:07.000,2025-01-03 11:43:07.000,eqt_explosions_th0_1/20250103T114207Z_20250103T114307Z/KU1_outputs/X_prediction_results.csv
KU1,HE,KU1,0,0.0,0.0,0.0,2025-01-03 11:42:12.240,0.303815,2025-01-03 11:42:25.420,0.122359,2025-01-03 11:42:07.000,2025-01-03 11:43:07.000,eqt_explosions_th0_1/20250103T114207Z_20250103T114307Z/KU1_outputs/X_prediction_results.csv
KU2,HE,KU2,0,0.0,0.0,0.0,2025-01-03 11:42:12.980,0.612249,,,2025-01-03 11:42:07.000,2025-01-03 11:43:07.000,eqt_explosions_th0_1/20250103T114207Z_20250103T114307Z/KU2_outputs/X_prediction_results.csv
