file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability,start_dt,end_dt,source_file
KMNF,FN,KMNF,0,0.0,0.0,0.0,,,2025-01-12 08:17:35.590,0.318835,2025-01-12 08:17:25.000,2025-01-12 08:18:25.000,eqt_noise_th0_1/20250112T081725Z_20250112T081825Z/KMNF_outputs/X_prediction_results.csv
OBF8,HE,OBF8,0,0.0,0.0,0.0,2025-01-12 10:37:05.274,0.204701,2025-01-12 10:37:08.144,0.268645,2025-01-12 10:37:00.000,2025-01-12 10:38:00.000,eqt_noise_th0_1/20250112T103700Z_20250112T103800Z/OBF8_outputs/X_prediction_results.csv
ALAJF,HE,ALAJF,0,0.0,0.0,0.0,,,2025-01-12 13:07:15.380,0.160658,2025-01-12 13:06:25.000,2025-01-12 13:07:25.000,eqt_noise_th0_1/20250112T130625Z_20250112T130725Z/ALAJF_outputs/X_prediction_results.csv
KAF,HE,KAF,0,0.0,0.0,0.0,,,2025-01-12 13:49:27.130,0.166918,2025-01-12 13:48:40.000,2025-01-12 13:49:40.000,eqt_noise_th0_1/20250112T134840Z_20250112T134940Z/KAF_outputs/X_prediction_results.csv
HEL1,HE,HEL1,0,0.0,0.0,0.0,2025-01-12 14:59:40.586,0.16959,2025-01-12 14:59:44.406,0.510169,2025-01-12 14:59:35.000,2025-01-12 15:00:35.000,eqt_noise_th0_1/20250112T145935Z_20250112T150035Z/HEL1_outputs/X_prediction_results.csv
NIF,HE,NIF,0,0.0,0.0,0.0,2025-01-13 05:32:47.752,0.103634,2025-01-13 05:32:51.082,0.262656,2025-01-13 05:32:34.000,2025-01-13 05:33:34.000,eqt_noise_th0_1/20250113T053234Z_20250113T053334Z/NIF_outputs/X_prediction_results.csv
FIA0,HE,FIA0,0,0.0,0.0,0.0,2025-01-13 09:13:31.320,0.158998,2025-01-13 09:13:31.370,0.188795,2025-01-13 09:12:42.000,2025-01-13 09:13:42.000,eqt_noise_th0_1/20250113T091242Z_20250113T091342Z/FIA0_outputs/X_prediction_results.csv
SUF,HE,SUF,0,0.0,0.0,0.0,2025-01-13 10:34:52.314,0.442652,,,2025-01-13 10:34:43.000,2025-01-13 10:35:43.000,eqt_noise_th0_1/20250113T103443Z_20250113T103543Z/SUF_outputs/X_prediction_results.csv
HEF,HE,HEF,0,0.0,0.0,0.0,2025-01-13 10:55:36.260,0.711318,2025-01-13 10:55:52.000,0.409882,2025-01-13 10:55:23.000,2025-01-13 10:56:23.000,eqt_noise_th0_1/20250113T105523Z_20250113T105623Z/HEF_outputs/X_prediction_results.csv
HEF,HE,HEF,0,0.0,0.0,0.0,2025-01-13 10:55:39.260,0.203967,,,2025-01-13 10:55:23.000,2025-01-13 10:56:23.000,eqt_noise_th0_1/20250113T105523Z_20250113T105623Z/HEF_outputs/X_prediction_results.csv
HEF,HE,HEF,0,0.0,0.0,0.0,2025-01-13 10:55:40.270,0.301418,,,2025-01-13 10:55:23.000,2025-01-13 10:56:23.000,eqt_noise_th0_1/20250113T105523Z_20250113T105623Z/HEF_outputs/X_prediction_results.csv
HEF,HE,HEF,0,0.0,0.0,0.0,2025-01-13 10:55:51.920,0.347114,,,2025-01-13 10:55:23.000,2025-01-13 10:56:23.000,eqt_noise_th0_1/20250113T105523Z_20250113T105623Z/HEF_outputs/X_prediction_results.csv
KORF,HE,KORF,0,0.0,0.0,0.0,2025-01-13 12:53:54.036,0.148609,2025-01-13 12:53:57.416,0.48711,2025-01-13 12:53:42.000,2025-01-13 12:54:42.000,eqt_noise_th0_1/20250113T125342Z_20250113T125442Z/KORF_outputs/X_prediction_results.csv
KORF,HE,KORF,0,0.0,0.0,0.0,2025-01-13 12:54:30.306,0.358521,2025-01-13 12:54:31.566,0.649683,2025-01-13 12:53:42.000,2025-01-13 12:54:42.000,eqt_noise_th0_1/20250113T125342Z_20250113T125442Z/KORF_outputs/X_prediction_results.csv
KIF,HE,KIF,0,0.0,0.0,0.0,,,2025-01-13 16:41:13.200,0.403299,2025-01-13 16:41:07.000,2025-01-13 16:42:07.000,eqt_noise_th0_1/20250113T164107Z_20250113T164207Z/KIF_outputs/X_prediction_results.csv
KIF,HE,KIF,0,0.0,0.0,0.0,,,2025-01-13 16:45:22.930,0.685855,2025-01-13 16:45:07.000,2025-01-13 16:46:07.000,eqt_noise_th0_1/20250113T164507Z_20250113T164607Z/KIF_outputs/X_prediction_results.csv
KIF,HE,KIF,0,0.0,0.0,0.0,2025-01-13 16:45:52.370,0.156869,2025-01-13 16:45:59.000,0.386698,2025-01-13 16:45:07.000,2025-01-13 16:46:07.000,eqt_noise_th0_1/20250113T164507Z_20250113T164607Z/KIF_outputs/X_prediction_results.csv
SUF,HE,SUF,0,0.0,0.0,0.0,2025-01-13 18:54:53.812,0.909604,2025-01-13 18:55:07.902,0.113825,2025-01-13 18:54:48.000,2025-01-13 18:55:48.000,eqt_noise_th0_1/20250113T185448Z_20250113T185548Z/SUF_outputs/X_prediction_results.csv
